,user_name,teks
14,sandyprasetya,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
15,xmhmdxal_,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
16,Ahmadsarifuddi8,"@Bhonest47277692 @NurHadi251093 @SiaranBolaLive https://t.co/9BlOYEKhGJ

Katamu kan ini
Nyatanya yg diam ditribun ditembakin gas air mata ko, padal jelas² mereka ga rusuh, ga turun lapangan 😶"
17,YashaOki,"RT @tvOneNews: Suporter Rusuh di Brussel Usai Belgia Kalah dari Maroko di Piala Dunia, Polisi Tembak Gas Air Mata https://t.co/yuNadg4JhO"
18,tvOneNews,"Suporter Rusuh di Brussel Usai Belgia Kalah dari Maroko di Piala Dunia, Polisi Tembak Gas Air Mata https://t.co/yuNadg4JhO"
19,demokrashit,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
20,PERlZlNAN,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
21,URIPMUNGSEPISAN,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
22,aralicka,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
23,superduperneo,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
24,dodi16r,"RT @Bolanet: Rusuh! Belgia kalah lawan Maroko, Fans rusak mobil dan polisi pakai gas air mata!
.
#EMTEKWORLDCUP2022 #BOLANETWORLDCUP2022  #…"
25,Bolanet,"Rusuh! Belgia kalah lawan Maroko, Fans rusak mobil dan polisi pakai gas air mata!
.
#EMTEKWORLDCUP2022 #BOLANETWORLDCUP2022  #PialaDunia #PialaDunia2022
https://t.co/r6FAsljFUk"
26,ErlanggaEghed,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
27,aripr_,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
28,IwanBuku,"https://t.co/KryPaItjzZ

Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata.
Ternyata yg namanya suporter apakah negara maju atau bukan, potensi membuat kerusuhannya amat besar.😔"
29,ngisengbos,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
30,saintispuitis,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
31,DoxTimes,RT @DoxTimes: Polisi menggunakan meriam air dan gas air mata untuk membubarkan penggemar sepak bola yang rusuh di pusat kota Brussels menyu…
32,DoxTimes,"Polisi menggunakan meriam air dan gas air mata untuk membubarkan penggemar sepak bola yang rusuh di pusat kota Brussels menyusul kemenangan mengejutkan Maroko 2-0 di Piala Dunia atas Belgia di Qatar

#PialaDunia2022 #WorldCup2022 #Brussels https://t.co/k3FHkcw6B2"
33,Anifudin_,"@SiaranBolaLive isilop luar negeri parah bener, masa orang rusuh kaya gitu ga di tembak gas air mata. Di negara ono pasti udah ditembak tuh gas air matanya🗿🗿"
34,KulinoKepenak,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
35,NgambisShitpost,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
36,kekepram,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
37,dedoycahoy,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
38,pecutpecutan,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
39,Wingoback,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
40,BukanAtta,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
41,TutuarimaPRIOK,RT @dhiks27: @SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
42,dhiks27,@SiaranBolaLive polisi sana gapunya gas air mata ya? gimana sepak bolanya mau maju kalo suporternya tukang rusuh begini🤬😡🤬😡
43,alambiya,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
44,beda_cara,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
45,dede_dedot96,"@imrannah88 @RiyanHdyt_id @panditfootball Klub nya Kalah, rusuh meluas, terus ditembak gas air mata nya kemana?? Ke yg rusuh kah??

Atau ke tribun yg duduk tenang??

Diinvestigasi Narasi ini jelas, TEMBAKAN PERTAMA ke arah mana

https://t.co/Xv34oXdPRz"
46,koeglodag,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
47,kada_aja,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
48,yoke_cihuy,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
49,RyanBakkaru,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
50,Arydihati,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
51,hehen_12,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
52,jayaslamet,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
53,Angga_K_P,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
54,FRPrayogo,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
55,DekoNasal,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
56,Budisudarmono3,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
57,D4N_Like19,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
58,Anang_ssanto,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
59,kutarajapost,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
60,Ramaadhy,RT @detikcom: Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https…
61,detikcom,Sejumlah suporter ricuh di pusat kota Brussel setelah timnas Belgia kalah dari Maroko. Polisi menembakkan gas air mata. https://t.co/Nb44M6hEKq
62,Krza128,"@__dtm__ Untung ga rusuh, coba rusuh terus polisi mainin gas air mata dan kena pak presiden. Hmm...."
63,egagarnandi,"@PolJokesID Untung ga rusuh, klo rusuh psty ada gas air mata"
64,yunastedd,"@__dtm__ Coba pas keluar rusuh, ditembak gas air mata trus yg disalahin pintu keluarnya terlalu sempit"
65,Userword_,"@masnyasiapaa @cakpras Kan seandainya bang, ya kan di hari itu emang Persebaya menang di Malang. Kalopun Supporternya engga turun, engga bikin rusuh ya engga bakal ada kejadian. Polisi mana mau nembakin gas air mata. Coba kalo ga ada polisi ngamanain tuh pertandingan. Bisa bisa pemain Persebaya kena."
66,Cuplizz378,"@Najazi731 @indosupporter Penonton panik karena ditembak gas air mata.
Aparat menembak gas air mata karena suporter rusuh.
Suporter rusuh karena persebaya menang 2-3.
Persebaya menang 2-3 karena berangkat ke malang.

Jadi lebih baik fokusnya,kenapa persebaya berangkat ke malang.
🤔"
67,annaaammmm789,@jaga_negeri @tempodotco ini kalo emak-emak pada rusuh trus tembak gas air mata mah bener-bener keterlaluan
68,barbarok15,"@IrsadCuppu @RockyAlvarez10 @indosupporter Intinya adalah massa yg berlimpah dan rusuh kemudian penanganan yg salah.
Penyebab kematian tragedi tsb udah jelas gas air mata dimana itu dilarang. Tapi penyebab keseluruhan udah jelas bermula dari penonton masuk lapangan terlepas mereka mau memberi semangat ttp salah."
69,RockyAlvarez10,"@IrsadCuppu @indosupporter kalo g ada penembakan tapi terjadi rusuh dan over kapasitas tentu potensi jg korban jiwa,,noh festival di korea ga ada gas air mata tetap banyak yg mati krn overcapacity,msih mau normalisasi overcapacity?😚"
70,HidayatMazz,"@Jarwo99661180 @restyca_yah Kalo tukang rusuh yah bong, tuh aparat yg nembak gas air mata di kanjuruhan saat rakyat cari hiburan nonton bola, bubarin jg

Biar lu adil dan gg goblok"
71,45oldboy,"@FaishalIshal5 @prionaal1f @marcklok10 iya tau, karena kejadian Arema kan? tapi supporter yang rusuh itu bisa menimpa siapa aja, bahkan beberapa Minggu sebelum itu kan Bonek juga rusuh, gw tanya, andai waktu itu Bonek yg rusuh ditembak gas air mata dan kejadian bubble gini, yg lo salahin Bonek juga? fix sakit sih lo"
72,45oldboy,"@FaishalIshal5 @prionaal1f @marcklok10 nahh sampai sini lo yg ga paham, coba dibaca lagi, itu udah jelasin kenapa lo harusnya ngerengek ke federasi bukannya ngerengek ke Aremania wkwk. Aremania bisa apa? yg rusuh loh bukan cuman Arema, sebelum kejadian Kanjuruhan juga Bonek turun lapangan, cuman gaada gas air mata"
73,KartikaAyuDewi1,"@ngaanuuu @haipam_ @MafiaWasit Kamu tau gak  ??? 
Penyebab nya polisi menembak kan gas air mata... Ya karena aremania goblok gak mau menerima kekalahan langsung turun lapangan dan rusuh. Sampai sampai pemain persebaya dan polisi di lempari... Aremania suporter goblok"
74,MrBekalicky89,"Suporter Jepang rayain menang dari Jerman cuma macam pasar malam. Lah kalo di Indonesia, kami kalau rayain kemenangan ya penuhin jalanan pake motor dan mobil Jepang ssmbil agak rusuh, bubarinnya pake gas air mata dong... https://t.co/cTaSJ7rg6s"
75,Sigmahalim,"@hadifianwidjaja @GremoryXi @AdamRidhatullah @nunnoholic1 @mohmahfudmd Selama pertandingan gak rusuh tuh. Dan sekian puluh pertandingan arema gak pernah rusuh. Kerusuhan terjadi karena tembakan gas air mata yg tanpa perhitungan. Fakta.

Justru yg tidak siap menghadapi rusuh itu aparat. Boro2 mencegah yg terjadi justru aparat jd pemicu kerusuhan."
76,Revin91491157,"@your_kth @orangjauh55 @idextratime Sorry yg diatas bahas Bonek, korelasi untuk saat ini kejadian Kanjuruhan ... Dan dibilang gara gara rusuh suporternya? Wkwkwkwk The realll Tolol ... Gak ada yg rusuh Bonek juga gak Dateng wkwkw semua itu karena gas air mata di tengah tengah tribun apa anda tau ini? Pasti nggk ya"
77,hadifianwidjaja,@Sigmahalim @AdamRidhatullah @GremoryXi @nunnoholic1 @mohmahfudmd Yoo gak bisa milih2 lagi kalau sudah rusuh. Dan Gas Air Mata adalah metode terbaik memecah gerombolan…
78,Loeth_77,@iyhaannnn @Razzz___N7678 @ardibhironx Harus yg jelas rusuh gini di tembak gas air mata
79,iyainAjaDahhhh,"@724118f30d45419 @20Lanata @beobeoan @indosupporter Turun lapangan buat ngasih semangat ke tim Arema Komnas ham yang terjun langsung, bukan buat rusuh, fyi aja nih ya gas air mata dilarang FIFA buat masuk ke lapangan, ketumnya masa gatau menau sih"
80,hadifianwidjaja,"@Junioryossy1 @wisnukatep @nunnoholic1 @mohmahfudmd Kematian di kasus kanjuruhan lebih disebabkan desak-desakan panik akibat rusuh + gas air mata. Tapi penyebab kematian bukan karena gas air mata. Ini hampir sama dengan kejadian itaewon - Korea Selatan. Tidak ada gas air mata, tapi kerumunan padat, kemudian timbul kepanikan"
