,user_name,teks
17,Toekiemienn,untung tidak ada kejadian seperti di #Kanjuruhan https://t.co/uVHosL5CIF
18,Setiadji_S,@ORSON_ordesonto Teringat tragedi pintu terkunci di stadion #kanjuruhan #malang
19,basunanda_id,"@indosupporter Waaahh...
Berarti yg salah panitia pelaksana dong Min?
Pak polisi dan gas air mata patut dibebaskan dari segala tuntutan dan kesalahan Min?

#cumatanya #sepakbola #Kanjuruhan"
20,daniohunaidi,"#arema #malang #kanjuruhan

Ealah kelompok ireng2 maneh https://t.co/F8K0KhVc49"
21,i_agastifa_94,"Hari Ini ada banyak Cerita Menarik di @hariankompas :

#G20Indonesia 
#WorldCup2022 
#kanjuruhan 
Plus Analisis Mas Boril eh Aril Herianto!

Mudah2an bisa #1 berkat G20 Indonesia dan Pildun...

#menjadilebih @KompasGramedia https://t.co/gE0eDkKKGU"
22,ArafatHarist,"Selesai kan dahulu kejadian #kanjuruhan,. #usuttuntas begitu,. https://t.co/wgaQ6HWt7Y"
23,wahananewsdotco,"Dikira Bawa Pesan LGBT, Pembentang Poster Tragedi Kanjuruhan di Qatar Ditangkap  https://t.co/FnDAQrWAeV #Arema #Malang #Kanjuruhan #TragediKanjuruhan"
24,bluenyellow_015,"@d3vilicious @PepiUtami @Menlu_RI Ya makanya,

Hukum alam sahabat Kremlin salahsatunya TIDAK BOLEH mengecam Hak Asasi Manusia. 

Makanya kasus #Kanjuruhan, Yosua Hutabarat, ya Indonesia harus sama seperti Rusia, sebagaimana Putin telah menghilangkan begitu saja Alexei Navalny, tokoh oposisi Rusia dan anti korupsi"
25,lorakandhiswati,"RT @hondacomm: Malang Berduka, #PaguyubanHondaMalang Ikut Doa Bersama Untuk Korban Tragedi #Kanjuruhan 
https://t.co/cROjTHzlhI
#HondaCommu…"
26,ardamways,RT @cania_citta: 54 hari tragedi #Kanjuruhan #UsutTuntasTragediKanjuruhan
27,yunus_tea,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
28,brotowaliiiiiii,RT @cania_citta: 54 hari tragedi #Kanjuruhan #UsutTuntasTragediKanjuruhan
29,nddanana,RT @cania_citta: 54 hari tragedi #Kanjuruhan #UsutTuntasTragediKanjuruhan
30,Iskrniadp,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
31,ricagoraka,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
32,azriani,RT @cania_citta: 54 hari tragedi #Kanjuruhan #UsutTuntasTragediKanjuruhan
33,Modod,RT @cania_citta: 54 hari tragedi #Kanjuruhan #UsutTuntasTragediKanjuruhan
34,Kaalfasya_,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
35,esbatuhangat,RT @cania_citta: 54 hari tragedi #Kanjuruhan #UsutTuntasTragediKanjuruhan
36,zanunuinui,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
37,30Tebs,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
38,warqlsn_,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
39,martjellino,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
40,xnicoalex,RT @cania_citta: 54 hari tragedi #Kanjuruhan #UsutTuntasTragediKanjuruhan
41,makhiyas,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
42,hellotiarrrr,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
43,irwantodwi_17,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
44,belviero,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
45,mynameistamaraa,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
46,Fayyyyyywae,RT @cania_citta: 54 hari tragedi #Kanjuruhan #UsutTuntasTragediKanjuruhan
47,GoodWalk4,RT @cania_citta: 54 hari tragedi #Kanjuruhan #UsutTuntasTragediKanjuruhan
48,_dimasadty_,RT @cania_citta: 54 hari tragedi #Kanjuruhan #UsutTuntasTragediKanjuruhan
49,sesuluk,RT @cania_citta: Hasil uji lab: gas air mata jadi faktor pemicu kematian dalam tragedi #Kanjuruhan https://t.co/YG9tVzrj3s
50,cania_citta,54 hari tragedi #Kanjuruhan #UsutTuntasTragediKanjuruhan
51,YellowdailyN_,Perempuan Golkar Bersatu memberikan Bantuan Beasiswa untuk para Anak-Anak Korban Kanjuruhan 😇😇 #golkarindonesia #airlanggahartarto #neymar #wednesdaynetflix #PM10malaysia #artistsontwitter #Dreamspace #الدولار #kanjuruhan #Qatar2022 https://t.co/5naeAotdsc
52,kesepita,"banyak yang pergi di penghujung tahun ini,luka mu luka kita semua #Savekanjuruhan #savecianjur
#CianjurBerduka #kanjuruhan"
53,Koharrasmadi1,"RT @teropongfakta: Andai Joko Widodo tak turun tangan langsung, hampir bisa dipastikan sepak bola Indonesia tidak akan selamat beserta semu…"
54,RakyatAsupan,"RT @RakyatAsupan: Andai Joko Widodo tak turun tangan langsung, hampir bisa dipastikan sepak bola Indonesia tidak akan selamat beserta semua…"
55,teropongfakta,"RT @teropongfakta: Andai Joko Widodo tak turun tangan langsung, hampir bisa dipastikan sepak bola Indonesia tidak akan selamat beserta semu…"
56,teropongfakta,"Andai Joko Widodo tak turun tangan langsung, hampir bisa dipastikan sepak bola Indonesia tidak akan selamat beserta semua proyek yang sudah dibangun bersama.
#GempaBumi 
Pengendalian IMEI
Wakabayashi
One Love Spanyol
#FIFAWorldCup 
#kanjuruhan 
#PrayForCianjur https://t.co/Bfo7YVMZzQ"
57,RakyatAsupan,"Andai Joko Widodo tak turun tangan langsung, hampir bisa dipastikan sepak bola Indonesia tidak akan selamat beserta semua proyek yang sudah dibangun bersama.
#GempaBumi 
Pengendalian IMEI
Wakabayashi
One Love Spanyol
#FIFAWorldCup 
#kanjuruhan 
#PrayForCianjur https://t.co/Jd0Whkn30s"
58,ferryfhm,RT @ferryfhm: Aremania Tidak Sportif by Ferry Fernando #PrayForKanjuruhan #Kanjuruhan Lihat video ferryfernando! #TikTok https://t.co/Tfw7h…
59,dyyynt,Kasus #Kanjuruhan gimana kabarnya?
60,bimosaurus,"Arab, menang lawan Argentina, langsung libur nasional.

Indonesia, pembunuhan terhadap ratusan supporter, bukan bencana nasional. Hanya statistik yang bisa dinego-nego polisi dan politisi.

#UsutTuntasTragediKanjuruhan #kanjuruhan"
61,TajukPolitik,"Revisi Undang-undang sistem keolahragaan Nasional, supporter makin terlindungi.

Gimana tanggapan kalian? tulis di kolom komentar ya.

@yoyoksukawi
#suppoterbola #kanjuruhan #pssi #Viral https://t.co/jQcozKEzs3"
62,WartaJayacom,"Salah satu perwakilan keluarga korban mengaku telah ditelepon pejabat tinggi Polri terkait pelaporan tragedi Kanjuruhan di Mabes Polri.

Cek selengkapnya disini  ⬇️
https://t.co/Z9CsHcZwtx

#kanjuruhan #tragedikanjuruhan #malang https://t.co/G2bYPf2Ghy"
63,Suyarno13,"RT @bengkeldodo: Bedanya Sepakbola di Qatar dan Kanjuruhan 

Qatar penontonya mendapat
CINDERA MATA 

Kanjuruhan penonton panen
CIDERA MATA…"
64,Jum_atkliwon,"RT @bengkeldodo: Bedanya Sepakbola di Qatar dan Kanjuruhan 

Qatar penontonya mendapat
CINDERA MATA 

Kanjuruhan penonton panen
CIDERA MATA…"
65,bengkeldodo,"RT @bengkeldodo: Bedanya Sepakbola di Qatar dan Kanjuruhan 

Qatar penontonya mendapat
CINDERA MATA 

Kanjuruhan penonton panen
CIDERA MATA…"
66,IOytes,"RT @bengkeldodo: Bedanya Sepakbola di Qatar dan Kanjuruhan 

Qatar penontonya mendapat
CINDERA MATA 

Kanjuruhan penonton panen
CIDERA MATA…"
67,bengkeldodo,"Bedanya Sepakbola di Qatar dan Kanjuruhan 

Qatar penontonya mendapat
CINDERA MATA 

Kanjuruhan penonton panen
CIDERA MATA dan AIR MATA 

@PSSI
#kanjuruhan"
68,serambinews,"#KLBPSSI
#KANJURUHAN
#PSSI

Terjadinya KLB PSSI buntut tragedi kerusuhan di Kanjuruhan yang menewaskan 135 orang dari total 714 korban pada awal Oktober lalu.

https://t.co/QzrGiKujGo"
69,h3nd4r,"RT @antaranews: Pasien terakhir tragedi Kanjuruhan yang bernama Novita Ramadhani (18) yang menjalani perawatan di RSUD Saiful Anwar, sudah…"
70,henry_ogi,"RT @antaranews: Pasien terakhir tragedi Kanjuruhan yang bernama Novita Ramadhani (18) yang menjalani perawatan di RSUD Saiful Anwar, sudah…"
71,Virsi6,Mana bantuan para korban #Kanjuruhan ??? https://t.co/ozO29gTlgP
72,antaranews,"Pasien terakhir tragedi Kanjuruhan yang bernama Novita Ramadhani (18) yang menjalani perawatan di RSUD Saiful Anwar, sudah diperbolehkan pulang.

#Kanjuruhan #TragediKanjuruhan 

https://t.co/IcRn59kR1K"
73,DoniAkbar09,@mohmahfudmd titip juga #km50 dan #kanjuruhan pak
74,BongkahI,Siapa Tiga Nama Tersangka dalam Berkas Perkara P19 Tragedi Kanjuruhan #aremania #kanjuruhan #tragedikanjuruhan @kejatijatim @HumasPoldaJatim #divisihumaspolri #Sepakbola  https://t.co/wE0G6iWKup via @Bongkah.id
