,user_name,teks
10,RabN_,@Userword_ @lurahgoodie @indosupporter Yang rusuh Arema yang salah tetap Persebaya hebat hebat 🤣🤣🤣
11,Dark_Magic_Ian,"@ngalamfess Sing jelas nek sampe nggarai macet yo akeh wong2 sing ndungo elek. Lagian stigmane konvoi arema ndek beberapa warga iku isine rusuh tok, dodok2 libom lah, blayer2, mangkane nek ono sing ga respek kudune introspeksi diri sek.

Ojo lali ndungo sam sakdurunge ladub ben barokah."
12,AgussBaskoro,@arema_98 Nanti kalau timnya kalah jangan ngamuk terus masuk lapangan bikin rusuh. Jangan ditiru oknum aremania ya yg selalu bikin rusuh kalau timnya kalah. Woles ajaaaa
13,Trieszeguet,"@Vikkristian12 @moh_boesh @KompasTV semua salah.
tapi kesalahan Terbesar ada di pihak Suporter Arema yg mulai bikin Rusuh."
14,rip_aiden,"@Save_Maltese @arema_98 Karena hal tersebut tidak akan terjadi kalau Aremania legowo menerima kekalahan dan tidak rusuh merangsek turun ke lapangan dengan alasan memeluk pemain dan sebagainya. Ah sudahlah, banyak hal penting lainnya dibanding nasihatin SDM rendah yang sekeras batu
#Otakmanaotak #OTAK"
15,wahju_wibowo,"@MafiaWasit Trus hukuman utk Arema berlaku kapan? Putaran 2 ? Yg katanya akan digelar normal berpenonton. Jadi mirip kasus Heysel dulu, yg rusuh suporter liverpool yg ikut dihukum seluruh klub Inggris."
16,45oldboy,"@FaishalIshal5 @prionaal1f @marcklok10 iya tau, karena kejadian Arema kan? tapi supporter yang rusuh itu bisa menimpa siapa aja, bahkan beberapa Minggu sebelum itu kan Bonek juga rusuh, gw tanya, andai waktu itu Bonek yg rusuh ditembak gas air mata dan kejadian bubble gini, yg lo salahin Bonek juga? fix sakit sih lo"
17,45oldboy,"@FaishalIshal5 @prionaal1f @marcklok10 nahh sampai sini lo yg ga paham, coba dibaca lagi, itu udah jelasin kenapa lo harusnya ngerengek ke federasi bukannya ngerengek ke Aremania wkwk. Aremania bisa apa? yg rusuh loh bukan cuman Arema, sebelum kejadian Kanjuruhan juga Bonek turun lapangan, cuman gaada gas air mata"
18,Ronnyyhdyt,"@simamaung Arema nu rusuh jadi kabeh beunang , titah di serui weh rek bubble mah"
19,pomoshchnikz,"@MafiaWasit wkwk taeeeeekk Arema yang rusuh, yang dihukum semua Klub"
20,HiyaHiyaHiyaCok,@heisinopal @fajar_ardi7 @SiaranBolaLive ini yang komen pasti fans arema dan yang rusuh di kanjuruhan
21,pipit_kagome,"@MafiaWasit Padahal semarang adem ayem aja. Dulu kalah di semifinal piala presiden vs Arema jg gak rusuh kok. Masa mau dihukum tanpa penonton jg, gak fair dong."
22,El_yogirian,"@KartikaAyuDewi1 @MafiaWasit Maafkan suporter arema yg kalau kalah selalu rusuh, gak kyk suporter tim lain kalau kalah selalu tertib 🙂, makanya kmren udh siap membunuh dengan menyiapkan senjata2 api.nya,"
23,KartikaAyuDewi1,"@haipam_ @MafiaWasit Kok ulah polisi. 
Itu ulah nya suporter goblok yang gak mau menerima kekalahan tim nya. Kalah kok rusuh sampai sampai lempar ke polisi dan pemain lawan. Bahkan pemain arema sendiri pun di pukuli. 
Hadeehhhh... 
Suporter goblok"
24,Sigmahalim,"@hadifianwidjaja @GremoryXi @AdamRidhatullah @nunnoholic1 @mohmahfudmd Selama pertandingan gak rusuh tuh. Dan sekian puluh pertandingan arema gak pernah rusuh. Kerusuhan terjadi karena tembakan gas air mata yg tanpa perhitungan. Fakta.

Justru yg tidak siap menghadapi rusuh itu aparat. Boro2 mencegah yg terjadi justru aparat jd pemicu kerusuhan."
25,raykairi,"@Monsteratrix @loeyhunkai @ethereal_nael @infotwitwor_ Emang gua penggemar sepakbola artinya gua fans arema? 
Hahaha goblok 🤣🤣🤣 .

Gua mah nonton di stadion gak pernah ngerusuh njing 🤣🤣🤣 . 

Lagian kanjuruhan rusuh karena polisi. Lah konser nct kemaren rusuh karena kelakuan fandom 🤣🤣 ."
26,iyainAjaDahhhh,"@724118f30d45419 @20Lanata @beobeoan @indosupporter Turun lapangan buat ngasih semangat ke tim Arema Komnas ham yang terjun langsung, bukan buat rusuh, fyi aja nih ya gas air mata dilarang FIFA buat masuk ke lapangan, ketumnya masa gatau menau sih"
27,Trieszeguet,"@ulinyusron bermula dari rusuh suporter Arema yg mengakibatkan tragedi Kanjuruhan,
 menjalar ke PMII di Tulungagung,
merembet ke HIPMI di Solo.
ws mbuh angel..angell .. angellll...
sifat kekanak²an belum ilang..."
