,user_name,teks
22,hpdbj_,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
23,Shinnosuke88888,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
24,NightberryRose,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
25,amrftick,"RT @madisnur: Sambo, Kanjuruhan, #SatuHariSatuOknum dan kaitannya dengan ancaman kebebasan sipil, regresi demokrasi dan agenda Reformasi Ke…"
26,KopiiiPaittt,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
27,masbergi,@jawafess simulasi Kanjuruhan
28,fndiygo_,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
29,Krisna_WH,"@AremafcOfficial Panas/udan, adoh/cedek, larang/murah, sore/bengi, home/away, kalah/menang, rame/sepi, gajayana/kanjuruhan, kabeh wes dilakoni supporter demi umak, saiki umak mbok pikiren supportermu iku"
30,bekkobeb,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
31,budi_kuntarto,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
32,Mehnocc1,"RT @Wingsofbangtan_: [CHARITY] ARMY INDONESIA untuk Korban Kanjuruhan 

Donasi: https://t.co/ZS4HHiJ3Jn

Till 16 OCT 2022 https://t.co/GpWg…"
33,hehendasmu,"RT @v_frontline_pc: Kasus Kanjuruhan belum beres, izin gak dapet, jadwal ga jelas. maksa banget buat gelar liga seca bubble. Gak ada peruba…"
34,Dialdy_,"RT @OngisnadeNet: Dua hal ini menunjukkan betapa parahnya kepanpelan Arema FC dari tahun ke tahun

Jika ini terulang pasca kejadian Kanjuru…"
35,SMandasia,"RT @mouldie_sep: Jangan lupakan Kanjuruhan 

Yang bunuh orang tuanya masih dapet gaji bulanan dan bisa tidur tenang. Ngerayain ulang tahun…"
36,BaasithIbnu,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
37,KartinaSukawati,"Demokrat salurkan bantuan kpd keluarga korban Tragedi Kanjuruhan Malang. 
#DemokratPeduliBerbagi
AHY Pemimpin Mendunia
#2024BarengAHY
  https://t.co/3YvgGDPNMC"
38,alfarras_,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
39,oldestseagull,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
40,BagoesBadak09,"RT @OngisnadeNet: Dua hal ini menunjukkan betapa parahnya kepanpelan Arema FC dari tahun ke tahun

Jika ini terulang pasca kejadian Kanjuru…"
41,insunpredator,"RT @fim_mifta: Dari apa yang terjadi dalam Tragedi Kanjuruhan, perbaikan apa sih yang sudah dilakukan federasi dan operator kompetisi, kok…"
42,kmpltn,"RT @Tommy_desky: Bisnis di Balik Tragedi Kanjuruhan.

Karni Ilyas, Pemred TvOne : 'Kenapa kita bahas, karena ternyata ada kira-kira 250 mil…"
43,ayudie05,"@look_usz @bachrum_achmadi Masa berkabung bos, belum lagi itu gempa gak hanya sekali, jumlah korban lebih banyak dibanding kanjuruhan, itu dana buat korban bencana jauh lebih mnfaat"
44,mujiburokhman,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
45,Haryanto7304wae,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
46,Dika76595557,"RT @mouldie_sep: Jangan lupakan Kanjuruhan 

Yang bunuh orang tuanya masih dapet gaji bulanan dan bisa tidur tenang. Ngerayain ulang tahun…"
47,ngunusingo,"RT @indosupporter: 🚨 Tim investigasi Kompas mendapati 14.928 penonton di area terlarang Std Kanjuruhan saat Arema FC vs Persebaya, hasil pe…"
48,f_fathur,@Nicho_7777 @djikp Urusan janji Korban Gempa Palu dan Lombok. Saja Bertahun Belum Tuntas.. juga Kanjuruhan yg terakhir
49,Sand_The_Dragon,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
50,DewaNaga76,Pendapat para ahli tentang gas air mata di Kanjuruhan Malang Wajib tonton sampek habis https://t.co/j0HkuOKy9v
51,rossypauzi,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
52,wobowobow,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
53,NatizenRi,Demokrat salurkan bantuan kepada keluarga korban Tragedi Kanjuruhan Malang. #DemokratPeduliBerbagi AHY Pemimpin Mendunia https://t.co/qh5TrJmpma
54,ramawombar,"RT @rahadianmau: Kejadian Kanjuruhan (IMO) itu bom waktu dr ruwetnya balbalan kita. Kl dicari siapa yg salah, ya ada andil smua klub jg sbg…"
55,BPJKPD_Official,Demokrat salurkan bantuan kepada keluarga korban Tragedi Kanjuruhan Malang. #DemokratPeduliBerbagi AHY Pemimpin Mendunia https://t.co/HyOqgwNMYP
56,AJazuli5,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
57,amrftick,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
58,underredlines_,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
59,fivaccountz,"RT @__dtm__: Hadeh jangankan ngurusin yg di Qatar. Komentar kejadian yg deket di Kanjuruhan aja malah ditanya “emang ngerti bola?”

Goblog."
60,Bobyandre3,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
61,damarsupilami,@cermateguh @Askrlfess Mungkin yang nikah anggota brimob kanjuruhan
62,gandewaseta,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
63,ffajrin_,"RT @rahadianmau: Kejadian Kanjuruhan (IMO) itu bom waktu dr ruwetnya balbalan kita. Kl dicari siapa yg salah, ya ada andil smua klub jg sbg…"
64,9Destya,"Demokrat salurkan bantuan kpd keluarga korban Tragedi Kanjuruhan Malang. 
#DemokratPeduliBerbagi
AHY Pemimpin Mendunia
#2024BarengAHY
45.  https://t.co/2aTGKYzHCU"
65,insunpredator,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
66,AchmadY00241129,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
67,Rajahutan70,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
68,Paijan66938744,RT @Paijan66938744: Pendapat para ahli tentang gas air mata di Kanjuruhan Malang Wajib tonton sampek habis https://t.co/3hlNpuUUJB
69,nyetoo,"RT @mouldie_sep: Jangan lupakan Kanjuruhan 

Yang bunuh orang tuanya masih dapet gaji bulanan dan bisa tidur tenang. Ngerayain ulang tahun…"
70,kuebrowniesss,"@Askrlfess Lu ilmuan pada ga usahlah nyari2 yg beginian, padahal masih ada hal yg lebih penting untuk ditemukan misalnya, siapa tersangka kasus tragedi Kanjuruhan"
71,Paijan66938744,Pendapat para ahli tentang gas air mata di Kanjuruhan Malang Wajib tonton sampek habis https://t.co/3hlNpuUUJB
72,mohaditya1945,"RT @bachrum_achmadi: Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi…"
73,Mdchstr1991,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
74,Ahyfansss,Demokrat salurkan bantuan kepada keluarga korban Tragedi Kanjuruhan Malang. #DemokratPeduliBerbagi AHY Pemimpin Mendunia https://t.co/CkDEo5IHiP
75,ypramudya,"RT @yogach_: Pak @jokowi tolong relawan panjenengan ini ditindak.

Kok, bisa-bisanya ngomong seperti ini? Apa nggak punya kepekaan? Kenapa,…"
76,junaidi_afif,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
77,AHY_Galery,Demokrat salurkan bantuan kepada keluarga korban Tragedi Kanjuruhan Malang. #DemokratPeduliBerbagi AHY Pemimpin Mendunia https://t.co/N4lU265SbW
78,a_d_yunadi,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
79,AtturSaja,RT @BangNoor_: Oktrouble it's real bagi keluarga korban kanjuruhan
80,feerzylant,"RT @bachrum_achmadi: Anies ga punya empati saat tragedi kanjuruhan mlh deklarasi capres, kt grombolan hipokrit bin stupid.

Pdhl Anies bkn…"
81,tbiramadhan,"RT @yogach_: Pak @jokowi tolong relawan panjenengan ini ditindak.

Kok, bisa-bisanya ngomong seperti ini? Apa nggak punya kepekaan? Kenapa,…"
82,terbitkan12,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
83,Shiba_Assuuu,"RT @mouldie_sep: Jangan lupakan Kanjuruhan 

Yang bunuh orang tuanya masih dapet gaji bulanan dan bisa tidur tenang. Ngerayain ulang tahun…"
84,bachrum_achmadi,"Tragedi kanjuruhan Anies deklarasi capres muncung klen treak bilang tdk punya empati.

Giliran bencana Cianjur Jokowi berorasi didepan relawan muncung klen mingkem kyak silit pitek! 🤣🤣🤣"
85,HendrawanSukis,"@sanemojr @abnormalpoison @Liga1Match2022 Masnya ini paham enggak?
Konteksnya ini kasus kanjuruhan belum selesai, lha ini liga sudah mau dijalankan tanpa keterangan yang jelas dari federasi."
86,GRAMs56156028,@scdx___ @jawafess Konsep Kanjuruhan bro nglurusin aja
87,ARoch_Kobe,"RT @lantip: hari ini, 
tragedi kanjuruhan genap 60 hari.

jumlah tersangka masih 6 biji.
juga tak ada perubahan di tubuh pssi.

135 nyawa,…"
88,9Destya,"Demokrat salurkan bantuan kpd keluarga korban Tragedi Kanjuruhan Malang. 
#DemokratPeduliBerbagi
AHY Pemimpin Mendunia
#2024BarengAHY
23.  https://t.co/2aTGKYzHCU"
89,GRAMs56156028,@jawafess Tema wedding nya Kanjuruhan 🤫
90,mahendraa9_,"@Indostransfer Mungkin mungkin ae neros, woeee tragedi kanjuruhan pie kae?"
91,theguh_budi,"RT @OngisnadeNet: Dua hal ini menunjukkan betapa parahnya kepanpelan Arema FC dari tahun ke tahun

Jika ini terulang pasca kejadian Kanjuru…"
92,IoraaLux,Tribun 11 kanjuruhan https://t.co/ijYpoEb403
93,gegedamdam,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
94,tvOneNews,"Belajar dari Kasus Kanjuruhan, Kapolda Jatim Cek Kelayakan Alat Khusus Milik Polri https://t.co/Dp0lTVYosM"
95,Cak_Penyon,"@Askrlfess esensinya apaan sih????

mau bikin Tragedi Kanjuruhan jilid 2???"
96,sandhicaraka,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
97,pphipphi,@jawafess gak pada liat berita kanjuruhan apa ya???
98,Niz_30,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
99,ochaliadewi1709,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
100,CILENGSI1,Pendapat para ahli tentang gas air mata di Kanjuruhan Malang Wajib tonton sampek habis https://t.co/8XmQ1uBqRz
101,bethonpunx,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
102,ikkuncahyo,@jawafess Kate baleni kejadian kanjuruhan
103,diditdipta,"RT @fim_mifta: Dari apa yang terjadi dalam Tragedi Kanjuruhan, perbaikan apa sih yang sudah dilakukan federasi dan operator kompetisi, kok…"
104,edwanadi,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
105,bagusumbaran2,Pendapat para ahli tentang gas air mata di Kanjuruhan Malang Wajib tonton sampek habis https://t.co/fcUCnHW7Pw
106,suroni2012,@iIhamzada Klub2 lainkan udah dihukum sebelumnya sesuai tingkat kesalahan masing2. PSSI harusnya menjalankan saja rekomendasi tim pencari fakta tragedi kanjuruhan bentukan pemerintah.....
107,icblues,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
108,jaksapedia,"Tweeps, masih membekas di ingatan kita Tragedi Kanjuruhan yg merenggut nyawa ratusan orang. Tim Aremania Menggugat melaporkan hasil koordinasi dgn Kejati Jatim. Hasilnya, memberi petunjuk Polda Jatim utk melengkapi berkas penyidikan dgn pasal kesengajaan.

https://t.co/TP6QO0NSx8"
109,rzkyandrian1312,RT @detikcom: Jenderal TNI Andika Perkasa meminta untuk melakukan pemeriksaan kepada para komandan yang memimpin Prajurit TNI dalam pengama…
110,bjopass17,"RT @seanC37866888: TANGGAL 1 OKTOBER ITU HARI KESAKTIAN PANCASILA.

Oleh rezim PKI, hari itu, 1 Oktober 2022, malah dipakai untuk membunuh…"
111,0_3mm4,"Simak!!!
Pendapat para ahli tentang gas air mata di Kanjuruhan Malang 
Tonton sampek habis ya... https://t.co/70u7csGjRv"
112,Rori_Golkar,RT @radaraktual: Panglima TNI Jenderal Andika Minta Tragedi Kanjuruhan Diusut Tuntas: Lanjut! Jangan Berhenti! https://t.co/wfwvRJE22L
113,Elroni2000,Pendapat para ahli tentang gas air mata di Kanjuruhan Malang Wajib tonton sampek habis https://t.co/H0ELp2pTNn
114,cukboys,@jokopid @jawafess Mo ngulangin tragedi kanjuruhan?
115,pribadisinung,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
116,Santri_Emas,RT @radaraktual: Panglima TNI Jenderal Andika Minta Tragedi Kanjuruhan Diusut Tuntas: Lanjut! Jangan Berhenti! https://t.co/wfwvRJE22L
117,iIhamzada,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
118,IndyPutrrr,"2 Bulan Tragedi Kanjuruhan, Alfiansyah Tegar Tanpa Kedua Orangtuanya, Rayakan Ulang Tahun bersama Pemain Arema FC https://t.co/i1pJODlFMk https://t.co/4A2SfIc4N7"
119,korongmentah_,"Bacot, usut dulu kasus Kanjuruhan anjenggg. https://t.co/YEVLiV9aAr"
120,AREMA1986Merch,"Cuaca Malang Cukup Cerah...

-Usut Tuntas Tragedi Kanjuruhan- https://t.co/w4o20kgfA7"
121,Militanbekasi,"RT @OngisnadeNet: Dua hal ini menunjukkan betapa parahnya kepanpelan Arema FC dari tahun ke tahun

Jika ini terulang pasca kejadian Kanjuru…"
122,Bagusokya,"RT @bachrum_achmadi: Anies ga punya empati saat tragedi kanjuruhan mlh deklarasi capres, kt grombolan hipokrit bin stupid.

Pdhl Anies bkn…"
123,newshipodase,"RT @ObiWan_Catnobi: ( ( kehadiran penonton sedang digodok federasi ) )

Belum 2 bulan dari Pembantaian Kanjuruhan. Kasusnya juga belum tera…"
124,Militanbekasi,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
125,nipehnipeh_,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
126,teposs1232,"RT @Matchalatteku14: Pendapat para ahli tentang gas air mata di Kanjuruhan Malang
Wajib tonton sampek habis https://t.co/9YdTk3e6Uv"
127,Decimeqe23,@goedenzonen @iIhamzada Supporter itu tinggal di arahin. Nah yg ngarahin ya pembuat kebijakan/regulasi(pssi dalam hal ini). Apakah mereka sudah melakukan itu secara tegas dan benar? Jawabannya belum. Sebelum kejadian Kanjuruhan kan ada kejadian gbla. Pssi pas kejadian itu bodo amat aja.
128,diditbocor,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
129,fajrulfikri1,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
130,syihabmalik,"RT @lantip: hari ini, 
tragedi kanjuruhan genap 60 hari.

jumlah tersangka masih 6 biji.
juga tak ada perubahan di tubuh pssi.

135 nyawa,…"
131,srzl_pratama,"RT @ball_boy99: Doa Untuk Para Korban Tragedi Kanjuruhan, Lahumul Fatihah... https://t.co/Qv9j6D3Ime"
132,yandhias,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
133,WSetyorini2,"@Askrlfess Mungkin tema-nya ""Kanjuruhan"""
134,wahju_wibowo,"@LiliMaruchi @MafiaWasit Konteksnya ini dg kasus kanjuruhan (exclude hukuman utk persebaya yg memang sdh dihukum komdis) , kan hanya Arema &amp; suporternya sbg para pihak selain polisi. Apa salahnya RANS, Dewa Utd, Bali Utd, Madura Utd dll yg tdk terlibat di sana."
135,AlfaAlfarizy1,Pendapat para ahli tentang gas air mata di kanjuruhan malang https://t.co/0G1pX7GP92
136,Cahbaik22,"Mau tau Pendapat para ahli tentang gas air mata di Kanjuruhan Malang, ini wajib di tonton sampek abis

Amanda Zahra
#DenisePembohonganPublik https://t.co/P2vsLJ91M2"
137,tuandadang,@Askrlfess Kanjuruhan 2.0
138,hnfdn,@jawafess Luwih realistis drpd reka ulang tragedi Kanjuruhan
139,dimasdta,"RT @bachrum_achmadi: Anies ga punya empati saat tragedi kanjuruhan mlh deklarasi capres, kt grombolan hipokrit bin stupid.

Pdhl Anies bkn…"
140,slmdslmd,"RT @_devaaaaaaaa: 3 SAUDARA MERENGGANG NYAWA DI KANJURUHAN

 Malang 1 Oktober 2022

Sabtu pagi salah satu korban yang bernama M. Irsyad ber…"
141,bustanuLis,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
142,fajar_ardi7,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
143,djarsurya,"RT @yogach_: Pak @jokowi tolong relawan panjenengan ini ditindak.

Kok, bisa-bisanya ngomong seperti ini? Apa nggak punya kepekaan? Kenapa,…"
144,dwinucleo,"ah, Semogalah semua aksi usut tuntas Kanjuruhan tak sama nasibnya.

Semoga ada titik terang.

Semoga siapapun yang bersalah bisa dihukum.

Semoga ada perbaikan infrastruktur untuk keamanan penonton di setiap Stadion."
145,dimaspras_tyo,"RT @bachrum_achmadi: Anies ga punya empati saat tragedi kanjuruhan mlh deklarasi capres, kt grombolan hipokrit bin stupid.

Pdhl Anies bkn…"
146,retorisman,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
147,468_user,"Jika ingin tau Pendapat para ahli tentang gas air mata di Kanjuruhan Malang, ini simak dan wajib di tonton sampek abis https://t.co/SD8Eq2Xbsx"
148,lora_awad,"Pendapat para ahli tentang gas air mata di Kanjuruhan Malang
Wajib tonton sampek habis https://t.co/nTZ7rJb96h"
149,bagas4youuu,"RT @ball_boy99: Doa Untuk Para Korban Tragedi Kanjuruhan, Lahumul Fatihah... https://t.co/Qv9j6D3Ime"
150,Rama85306172,"RT @AlionelMessi_: Alfiansyah, korban selamat tragedi Kanjuruhan, merayakan ultahnya yg ke-11. Ibu dan ayah tercintanya wafat di Stadion Ka…"
151,rusdiyanto07071,"@iIhamzada Kabeh iku tau salah tapi wes tau kenek hukuman sesuai karo perbuatane 
Nek kasus kanjuruhan iki koyok e hukumane kok ndagel 
Kabeh melok nanggung"
152,muffairmaza,"Pendapat para ahli tentang gas air mata di Kanjuruhan Malang
Wajib tonton sampek habis https://t.co/e6keHNrEet"
153,MADANIBRO,"Pendapat para ahli tentang gas air mata di Kanjuruhan Malang
Wajib tonton sampek habis https://t.co/FyBfQWNPbm"
154,JemiChan,"Pendapat para ahli tentang gas air mata di Kanjuruhan Malang
Wajib tonton sampek habis https://t.co/mXNRYJKrRm"
155,mmahardk,"RT @mouldie_sep: Jangan lupakan Kanjuruhan 

Yang bunuh orang tuanya masih dapet gaji bulanan dan bisa tidur tenang. Ngerayain ulang tahun…"
156,DimedjoSuro,"Pendapat para ahli tentang gas air mata di Kanjuruhan Malang
Wajib tonton sampek habis https://t.co/fd2wHVk3HE"
157,DimedjoSuro,"RT @Matchalatteku14: Pendapat para ahli tentang gas air mata di Kanjuruhan Malang
Wajib tonton sampek habis https://t.co/9YdTk3e6Uv"
158,mikhail_ventura,"RT @zenrs: Setuju. Kanjuruhan bisa dibaca sbg akumulasi pembiaran, bahkan penebalan, kebencian antar suporter. Banyak kelompok suporter pun…"
159,jubir_01,"Gas air mata di Kanjuruhan Malang, Vidio ini wajib di tonton sampek abis. 
.
.
Pengendalian IMEI Arawinda #NganjukKotaAngin https://t.co/6a6WiPZf4E"
160,frmnto140,"Klo liga dimulai &amp; maksa ada penonton gak ada jaminan klo kejadian di Kanjuruhan nggak bakalan terulang lagi.

Liga bisa aja distop klo semua klub pada sepakat. Tapi kayaknya klub2 lebih milih liga jalan walaupun tanpa penonton, krn klo distop kerugiannya pasti lebih banyak."
161,frmnto140,"Tanpa penonton itu bukan hukuman tp antisipasi agar kejadian di Malang tidak terulang.

Kejadian di Kanjuruhan kan mengungkap fakta bahwa standar keamanan di stadion2 di Indonesia ternyata masih gak layak. https://t.co/tTPdgFzFBP"
162,rizanhardian,@iIhamzada Wah ini akun resmi liga yg twit? Memangnya sudah terbukti secara sah ya kejadian kanjuruhan itu kesalahan dr pihak suporter? Klo belum ada putusan bisa jd tuduhan serius ini🥱
