tweet_clean,tweet,label
"['flashback', 'jadi', 'bocah', 'nekat', 'jadi', 'glora', 'delta', 'sidoarjo', 'supporter', 'rusuh', 'turun', 'lapang', 'korban', 'jiwa', 'iya', 'gas', 'air', 'mata', 'tembak', 'arah', 'tribun']",flashback jadi bocah nekat jadi glora delta sidoarjo supporter rusuh turun lapang korban jiwa iya gas air mata tembak arah tribun,negative
"['tdak', 'dukung', 'laku', 'bunuh', 'otak', 'sja', 'konslet', 'jiwa', 'rusuh', 'kalian', 'sebab', 'gas', 'air', 'mata', 'milik', 'otoritas', 'sanksi', 'peristiwa', 'kmarin', 'supporter', 'rusuh', 'bertanggungjawab']",tdak dukung laku bunuh otak sja konslet jiwa rusuh kalian sebab gas air mata milik otoritas sanksi peristiwa kmarin supporter rusuh bertanggungjawab,negative
"['sesuai', 'sop', 'bang', 'gas', 'air', 'mata', 'situasi', 'kendali', 'salah', 'nya', 'klau', 'pra', 'supporter', 'nyala', 'flare', 'beda', 'rusuh']",sesuai sop bang gas air mata situasi kendali salah nya klau pra supporter nyala flare beda rusuh,negative
"['jadi', 'kanjuruhan', 'supporter', 'taat', 'atur', 'rusuh', 'lapang', 'halau', 'gas']",jadi kanjuruhan supporter taat atur rusuh lapang halau gas,neutral
"['terima', 'kalah', 'coba', 'supporter', 'rusuh', 'polisi', 'lempar', 'gas', 'air', 'mata', 'polisi', 'lempar', 'gas', 'air', 'mata', 'tinggal', 'salah', 'salah', 'tinggal', 'ratus', 'korban']",terima kalah coba supporter rusuh polisi lempar gas air mata polisi lempar gas air mata tinggal salah salah tinggal ratus korban,negative
"['coba', 'monumental', 'virtual', 'twitter', 'korban', 'kajuruhan', 'gas', 'air', 'mata', 'supporter', 'rusuh', 'pantas', 'laku', 'mikir', 'wooy', 'buzzerrrsss']",coba monumental virtual twitter korban kajuruhan gas air mata supporter rusuh pantas laku mikir wooy buzzerrrsss,negative
"['salah', 'pakai', 'logika', 'yaa', 'polisi', 'ambil', 'tindak', 'gas', 'air', 'mata', 'si', 'supporter', 'tenang', 'korban', 'tinggal', 'gas', 'air', 'mata', 'gas', 'air', 'mata', 'lempar', 'supporter', 'rusuh', 'supporter', 'rusuh']",salah pakai logika yaa polisi ambil tindak gas air mata si supporter tenang korban tinggal gas air mata gas air mata lempar supporter rusuh supporter rusuh,negative
"['supporter', 'panpel', 'polri', 'lib', 'pssi', 'salah', 'om', 'polri', 'salah', 'gas', 'air', 'mata', 'larang', 'fifa', 'supporter', 'masuk', 'lapang', 'rusuh', 'boleh', 'fifa']",supporter panpel polri lib pssi salah om polri salah gas air mata larang fifa supporter masuk lapang rusuh boleh fifa,negative
"['baya', 'kalah', 'bocah', 'nekat', 'turun', 'lapang', 'rusuh', 'tembak', 'gas', 'air', 'mata', 'tinggal', 'arema', 'kalah', 'arema']",baya kalah bocah nekat turun lapang rusuh tembak gas air mata tinggal arema kalah arema,negative
"['stadion', 'meru', 'kapasitas', 'final', 'porprov', 'pintu', 'tangga', 'turun', 'gelap', 'pintu', 'tutup', 'pas', 'tanding', 'tanding', 'tonton', 'masuk', 'lapang', 'selesai', 'tanding', 'tonton', 'rusuh', 'korban', 'jiwa', 'gas', 'air', 'mata', 'tribun']",stadion meru kapasitas final porprov pintu tangga turun gelap pintu tutup pas tanding tanding tonton masuk lapang selesai tanding tonton rusuh korban jiwa gas air mata tribun,negative
"['salah', 'supporter', 'rusuh', 'duluan', 'salah', 'aparat', 'cinta', 'gas', 'air', 'mata', 'bencana']",salah supporter rusuh duluan salah aparat cinta gas air mata bencana,negative
"['iya', 'rusuh', 'lapang', 'lempar', 'gas', 'air', 'mata', 'tribun']",iya rusuh lapang lempar gas air mata tribun,negative
"['tdak', 'dukung', 'laku', 'bunuh', 'otak', 'sja', 'konslet', 'jiwa', 'rusuh', 'kalian', 'sebab', 'gas', 'air', 'mata', 'milik', 'otoritas', 'sanksi', 'peristiwa', 'kmarin', 'supporter', 'rusuh', 'bertanggungjawab']",tdak dukung laku bunuh otak sja konslet jiwa rusuh kalian sebab gas air mata milik otoritas sanksi peristiwa kmarin supporter rusuh bertanggungjawab,negative
"['sebab', 'mati', 'rusuh', 'gas', 'air', 'mata', 'cinta', 'gas', 'air', 'mata', 'mati', 'tonton', 'masuk', 'stadion', 'kanjuruhan', 'korban', 'kanjuruhan', 'erti']",sebab mati rusuh gas air mata cinta gas air mata mati tonton masuk stadion kanjuruhan korban kanjuruhan erti,negative
"['bca', 'brita', 'awalny', 'pnnton', 'rusuh', 'aparat', 'provokasi', 'tetiba', 'mukul', 'pnnton', 'pnnton', 'brsatu', 'standing', 'dpkul', 'anjing', 'placak', 'habis', 'tu', 'kondusif', 'blunder', 'puncak', 'lpasin', 'gas', 'air', 'mata', 'prtnyaannya', 'gas', 'air', 'mata', 'dlepaskn', 'anteng']",bca brita awalny pnnton rusuh aparat provokasi tetiba mukul pnnton pnnton brsatu standing dpkul anjing placak habis tu kondusif blunder puncak lpasin gas air mata prtnyaannya gas air mata dlepaskn anteng,negative
"['iya', 'tembak', 'gas', 'air', 'mata', 'keroyok', 'iya', 'rusuh', 'terima', 'kalah', 'rugi']",iya tembak gas air mata keroyok iya rusuh terima kalah rugi,negative
"['polisi', 'cinta', 'gas', 'air', 'mata', 'eksekutor', 'utama', 'benar', 'aksi', 'rusuh', 'jelasjelas', 'salah', 'main', 'baya', 'terhadang', 'pulang', 'stadion', 'sekitar', 'stadion', 'korban']",polisi cinta gas air mata eksekutor utama benar aksi rusuh jelasjelas salah main baya terhadang pulang stadion sekitar stadion korban,negative
"['negri', 'tangan', 'tonton', 'rusuh', 'pakai', 'keras', 'pakai', 'anjing', 'lacak', 'pakai', 'gas', 'air', 'mata', 'pakai', 'tendang', 'pakai', 'pakai', 'tongkat', 'tangan', 'paket', 'tindak', 'kondusif']",negri tangan tonton rusuh pakai keras pakai anjing lacak pakai gas air mata pakai tendang pakai pakai tongkat tangan paket tindak kondusif,negative
"['gar', 'bawah', 'korban', 'banyak', 'kena', 'gas', 'air', 'mata', 'polis', 'berdesakdesakan', 'pintu', 'stadion']",gar bawah korban banyak kena gas air mata polis berdesakdesakan pintu stadion,negative
"['saksi', 'nur', 'saguwanto', 'gate', 'rusuh', 'tibatiba', 'gas', 'air', 'mata', 'malang', 'nur', 'saguwanto', 'rasa', 'nyeri', 'dada', 'dampak', 'hirup', 'peristiwa', 'jatim', 'malang', 'tragedikanjuruhan', 'via']",saksi nur saguwanto gate rusuh tibatiba gas air mata malang nur saguwanto rasa nyeri dada dampak hirup peristiwa jatim malang tragedikanjuruhan via,negative
"['bela', 'video', 'nunjukin', 'lempar', 'gas', 'air', 'mata', 'tribun', 'mna', 'ikut', 'rusuh', 'lapang', 'kilah', 'tu', 'pintar', 'dikit']",bela video nunjukin lempar gas air mata tribun mna ikut rusuh lapang kilah tu pintar dikit,negative
"['poin', 'aparat', 'gas', 'air', 'mata', 'nya', 'korban', 'kurang', 'korban', 'tambah', 'supporter', 'rusuh', 'korban']",poin aparat gas air mata nya korban kurang korban tambah supporter rusuh korban,negative
"['baya', 'kalah', 'bocah', 'nekat', 'turun', 'lapang', 'rusuh', 'tembak', 'gas', 'air', 'mata', 'tinggal', 'arema', 'kalah', 'aremania', 'turun', 'lapang', 'rusuh', 'tembak', 'gas', 'air', 'mata', 'ratus', 'tinggal', 'logika', 'dipake', 'mudah', 'cari', 'sebab']",baya kalah bocah nekat turun lapang rusuh tembak gas air mata tinggal arema kalah aremania turun lapang rusuh tembak gas air mata ratus tinggal logika dipake mudah cari sebab,negative
"['iya', 'aman', 'rusuh', 'gebukin', 'pakai', 'tongkat', 'mundur', 'rusuh', 'lapang', 'ditribun', 'tembak', 'gas', 'air', 'mata']",iya aman rusuh gebukin pakai tongkat mundur rusuh lapang ditribun tembak gas air mata,negative
"['salah', 'turun', 'lapang', 'tembakin', 'gas', 'air', 'mata', 'tribun', 'rusuh', 'lho']",salah turun lapang tembakin gas air mata tribun rusuh lho,negative
"['tembak', 'gas', 'air', 'mata', 'klau', 'rusuh', 'simpel']",tembak gas air mata klau rusuh simpel,negative
"['ajar', 'sgala', 'rusuh', 'anarkis', 'sepak', 'bola', 'lerai', 'gas', 'air', 'mata', 'conto']",ajar sgala rusuh anarkis sepak bola lerai gas air mata conto,negative
"['dem', 'mang', 'atas', 'angin', 'galo', 'banyk', 'bain', 'kalo', 'arema', 'rusuh', 'dibalikin', 'pakai', 'kalimat', 'rusuh', 'bunuh', 'gas', 'air', 'mata']",dem mang atas angin galo banyk bain kalo arema rusuh dibalikin pakai kalimat rusuh bunuh gas air mata,negative
"['oknum', 'rusuh', 'cari', 'hukum', 'polisi', 'hukum', 'lapang', 'intruksi', 'cinta', 'gas', 'air', 'mata']",oknum rusuh cari hukum polisi hukum lapang intruksi cinta gas air mata,negative
"['mksdmu', 'supporter', 'fanatik', 'mukul', 'rusuh', 'ok', 'ok', 'bela', 'mana', 'sebab', 'ratus', 'tinggal', 'bner', 'gas', 'air', 'mata', 'polisi', 'memng', 'salah', 'cinta', 'tribun', 'abai', 'tragedi', 'nonton', 'video', 'part', 'nya']",mksdmu supporter fanatik mukul rusuh ok ok bela mana sebab ratus tinggal bner gas air mata polisi memng salah cinta tribun abai tragedi nonton video part nya,negative
"['lebar', 'mana', 'saudara', 'lakilaki', 'bicara', 'akibat', 'andai', 'supporter', 'turun', 'rusuh', 'damai', 'aman', 'aparat', 'langsung', 'cinta', 'gas', 'air', 'mata', 'bilang', 'tangan', 'aparat', 'salah', 'bela', 'salah']",lebar mana saudara lakilaki bicara akibat andai supporter turun rusuh damai aman aparat langsung cinta gas air mata bilang tangan aparat salah bela salah,negative
"['nyuruh', 'tembak', 'gas', 'air', 'mata', 'seret', 'adil', 'aremania', 'seret', 'supporternya', 'buat', 'rusuh', 'pukul', 'thp', 'main']",nyuruh tembak gas air mata seret adil aremania seret supporternya buat rusuh pukul thp main,negative
"['tribun', 'tembak', 'gas', 'air', 'mata', 'rusuh', 'lapang', 'anak', 'wanita', 'korban', 'sia']",tribun tembak gas air mata rusuh lapang anak wanita korban sia,negative
"['dunia', 'utama', 'tinggal', 'tembak', 'gas', 'air', 'mata', 'tribun', 'notabene', 'tri']",dunia utama tinggal tembak gas air mata tribun notabene tri,negative
"['ditribun', 'rusuh', 'tembak', 'gas', 'air', 'mata']",ditribun rusuh tembak gas air mata,negative
"['smpe', 'kbencianmu', 'buat', 'buat', 'tidal', 'adil', 'oke', 'sepakat', 'polisi', 'salah', 'gas', 'air', 'mata', 'adil', 'terima', 'aremania', 'rusuh', 'masuk', 'lapang', 'salah', 'maaf']",smpe kbencianmu buat buat tidal adil oke sepakat polisi salah gas air mata adil terima aremania rusuh masuk lapang salah maaf,neutral
"['tinggal', 'adu', 'supporter', 'tinggal', 'gas', 'air', 'mata', 'pikir', 'supporter', 'rusuh', 'gas', 'air', 'mata']",tinggal adu supporter tinggal gas air mata pikir supporter rusuh gas air mata,negative
"['rusuh', 'turun', 'lapang', 'gebuk', 'polisi', 'tembak', 'gas', 'air', 'mata', 'bodo', 'sala', 'goblok', 'gas', 'air', 'mata', 'ditembakin', 'tribun', 'supporter', 'rusuh', 'turun', 'lapang', 'aman', 'salah', 'gegara', 'nembakin', 'gas', 'tribun']",rusuh turun lapang gebuk polisi tembak gas air mata bodo sala goblok gas air mata ditembakin tribun supporter rusuh turun lapang aman salah gegara nembakin gas tribun,negative
"['iya', 'anda', 'paksa', 'cinta', 'gas', 'air', 'mata', 'isilop', 'supporter', 'lapang', 'rusuh', 'iya', 'mesti', 'cinta', 'lapang', 'yaaa', 'biar', 'masuk', 'lapang', 'tribun', 'ki', 'utekke', 'iya', 'ra', 'masuk']",iya anda paksa cinta gas air mata isilop supporter lapang rusuh iya mesti cinta lapang yaaa biar masuk lapang tribun ki utekke iya ra masuk,negative
"['ente', 'ngelawak', 'bos', 'wkwkw', 'turun', 'lapang', 'tonton', 'rusuh', 'turun', 'lapang', 'tembakin', 'gas', 'air', 'mata', 'tribun', 'iq', 'ente', 'nyampe', 'ngeanalogiin', 'yaa', 'heran', 'ente', 'masuk', 'survey']",ente ngelawak bos wkwkw turun lapang tonton rusuh turun lapang tembakin gas air mata tribun iq ente nyampe ngeanalogiin yaa heran ente masuk survey,negative
"['besok', 'infrastruktur', 'stadion', 'dibenerin', 'aman', 'layak', 'aparat', 'cinta', 'gas', 'air', 'mata', 'tribun', 'rusuh', 'lapang', 'oke', 'deh', 'kakak']",besok infrastruktur stadion dibenerin aman layak aparat cinta gas air mata tribun rusuh lapang oke deh kakak,negative
"['tribun', 'diem', 'diem', 'bae', 'rusuh', 'gas', 'air', 'mata', 'tonton', 'keluarga', 'anak', 'remaja', 'gede', 'asa', 'ibu']",tribun diem diem bae rusuh gas air mata tonton keluarga anak remaja gede asa ibu,negative
"['wni', 'suka', 'rusuh', 'kali', 'iya', 'sebab', 'tragedi', 'kanjuruhan', 'adl', 'gas', 'air', 'mata']",wni suka rusuh kali iya sebab tragedi kanjuruhan adl gas air mata,negative
"['anak', 'gede', 'sebab', 'insiden', 'kanjuruhan', 'paling', 'najis', 'polisi', 'iya', 'video', 'sebar', 'rusuh', 'orgorg', 'desa', 'gas', 'air', 'mata', 'supporter', 'rusuh', 'terima', 'kalah']",anak gede sebab insiden kanjuruhan paling najis polisi iya video sebar rusuh orgorg desa gas air mata supporter rusuh terima kalah,negative
"['delta', 'sidoarjo', 'kemarin', 'rusuh', 'korban', 'jiwa', 'brengsek', 'nembakin', 'gas', 'air', 'mata']",delta sidoarjo kemarin rusuh korban jiwa brengsek nembakin gas air mata,negative
"['kalo', 'tonton', 'turun', 'lapang', 'tembak', 'gas', 'air', 'mata', 'tribun', 'supporter', 'tribun', 'rusuh', 'sebab', 'utama', 'banyak', 'korban', 'jiwa']",kalo tonton turun lapang tembak gas air mata tribun supporter tribun rusuh sebab utama banyak korban jiwa,negative
"['normalisasi', 'rusuh', 'salah', 'kali', 'keamananya', 'pakai', 'gas', 'air', 'mata', 'arah', 'tribun', 'manusia', 'sana', 'rusuh']",normalisasi rusuh salah kali keamananya pakai gas air mata arah tribun manusia sana rusuh,negative
"['bego', 'banget', 'sih', 'bela', 'otak', 'pakai', 'supporter', 'turun', 'lapang', 'salah', 'polisi', 'tembak', 'gas', 'air', 'mata', 'gara', 'supporter', 'rusuh', 'rusuh', 'polisi', 'tembak', 'gas', 'air', 'mata', 'coba', 'supporter', 'aku', 'kesalahanya', 'polisi', 'pecat']",bego banget sih bela otak pakai supporter turun lapang salah polisi tembak gas air mata gara supporter rusuh rusuh polisi tembak gas air mata coba supporter aku kesalahanya polisi pecat,negative
"['bela', 'sih', 'tribun', 'nembaknya', 'menang', 'supporter', 'rusuh', 'puas', 'gebukin', 'orang', 'pen', 'siksa', 'gas', 'air', 'mata']",bela sih tribun nembaknya menang supporter rusuh puas gebukin orang pen siksa gas air mata,negative
"['tanding', 'arema', 'fc', 'klh', 'arema', 'fc', 'nonton', 'aremania', 'turun', 'lapang', 'aremania', 'rusuh', 'aremania', 'main']",tanding arema fc klh arema fc nonton aremania turun lapang aremania rusuh aremania main,positive
"['bocah', 'nekat', 'rusuh', 'stadion', 'deltras', 'sidoarjo', 'lalat', 'mati', 'tembak', 'gas', 'air', 'mata']",bocah nekat rusuh stadion deltras sidoarjo lalat mati tembak gas air mata,negative
"['dunia', 'utama', 'tinggal', 'tembak', 'gas', 'air', 'mata', 'tribun', 'notabene', 'ditribun', 'aksi', 'rusuh', 'lapang', 'notabene', 'rusuh', 'aparat', 'paham', 'negatif']",dunia utama tinggal tembak gas air mata tribun notabene ditribun aksi rusuh lapang notabene rusuh aparat paham negatif,negative
"['bner', 'salah', 'supporter', 'apalg', 'si', 'picu', 'mukul', 'laen', 'ikut', 'msuk', 'rusuh', 'jdny', 'polisi', 'cinta', 'gas', 'air', 'mata', 'salah', 'polisi', 'cinta', 'tribun', 'smpe', 'ikut', 'rusuh', 'kena', 'rusuh', 'lap', 'tribun']",bner salah supporter apalg si picu mukul laen ikut msuk rusuh jdny polisi cinta gas air mata salah polisi cinta tribun smpe ikut rusuh kena rusuh lap tribun,negative
"['mksde', 'jokowi', 'iki', 'wes', 'rek', 'kabeh', 'stadion', 'bakale', 'tinjau', 'ulang', 'akses', 'lan', 'pintu', 'digawe', 'amba', 'tur', 'ngablak', 'dadi', 'yen', 'rusuh', 'polisi', 'panggah', 'cinta', 'gas', 'air', 'mata', 'bah', 'arep', 'njungkel', 'nggulung', 'koming', 'keidak', 'idak', 'pokoke', 'gas', 'air', 'mata', 'panggah', 'diloske']",mksde jokowi iki wes rek kabeh stadion bakale tinjau ulang akses lan pintu digawe amba tur ngablak dadi yen rusuh polisi panggah cinta gas air mata bah arep njungkel nggulung koming keidak idak pokoke gas air mata panggah diloske,negative
"['rusuh', 'stadion', 'tembak', 'gas', 'air', 'mata', 'tribun', 'why']",rusuh stadion tembak gas air mata tribun why,negative
"['turun', 'lapang', 'rusuh', 'peluk', 'main', 'bicara', 'gas', 'air', 'mata']",turun lapang rusuh peluk main bicara gas air mata,negative
"['tindak', 'aparat', 'bubar', 'pakai', 'gas', 'air', 'mata', 'rusuh', 'lapang', 'nembaknya', 'tribun', 'aparat', 'bawa', 'senjata', 'pentung', 'tameng', 'anjing', 'pakai']",tindak aparat bubar pakai gas air mata rusuh lapang nembaknya tribun aparat bawa senjata pentung tameng anjing pakai,negative
"['dua', 'salah', 'supporter', 'salah', 'rusuh', 'ketangkep', 'kamera', 'nimpuk', 'main', 'polisi', 'salah', 'pakai', 'gas', 'air', 'mata', 'lib', 'salah', 'accord', 'main', 'sore']",dua salah supporter salah rusuh ketangkep kamera nimpuk main polisi salah pakai gas air mata lib salah accord main sore,negative
"['uhuk', 'rusuh', 'gas', 'air', 'mata', 'korban', 'jiwa']",uhuk rusuh gas air mata korban jiwa,negative
"['gas', 'air', 'mata', 'salah', 'negeri', 'rusuh', 'standar', 'aman', 'nya']",gas air mata salah negeri rusuh standar aman nya,negative
"['anggap', 'rusuh', 'turun', 'lapang', 'provokasi', 'bbrapa', 'polisi', 'nembakin', 'gas', 'air', 'mata', 'arah', 'tribun', 'ikut', 'rusuh', 'situ', 'titik', 'an', 'nyawa', 'layang', 'kekkk', 'ngentottt', 'tukang', 'jilat', 'bool']",anggap rusuh turun lapang provokasi bbrapa polisi nembakin gas air mata arah tribun ikut rusuh situ titik an nyawa layang kekkk ngentottt tukang jilat bool,negative
"['final', 'piala', 'serikat', 'psms', 'vs', 'persib', 'gbk', 'tonton', 'masuk', 'lapang', 'rusuh', 'korban', 'tinggal', 'banget', 'persija', 'kalah', 'arema', 'gbk', 'tonton', 'tumplek', 'turun', 'lapang', 'rusuh', 'gas', 'air', 'mata']",final piala serikat psms vs persib gbk tonton masuk lapang rusuh korban tinggal banget persija kalah arema gbk tonton tumplek turun lapang rusuh gas air mata,negative
"['gas', 'air', 'mata', 'supporter', 'nya', 'atur', 'habis', 'tanding', 'selesai', 'pulang', 'terima', 'kalah', 'lapang', 'dada', 'jiwa', 'kalah', 'langsung', 'ngamok', 'serbu', 'turun', 'lapang', 'rusuh', 'anarkis', 'hadeuh', 'bajar', 'mjd', 'supporter', 'bijak', 'dewasa', 'suka', 'rusuh']",gas air mata supporter nya atur habis tanding selesai pulang terima kalah lapang dada jiwa kalah langsung ngamok serbu turun lapang rusuh anarkis hadeuh bajar mjd supporter bijak dewasa suka rusuh,positive
"['bilang', 'selamat', 'nyawa', 'pintu', 'tutup', 'al', 'jazera', 'masalahin', 'gas', 'air', 'mata', 'bilang', 'mana', 'tanding', 'rusuh', 'iya', 'pakai', 'gas', 'air', 'mata', 'salah', 'susah', 'banget', 'salah', 'pintu', 'tutup']",bilang selamat nyawa pintu tutup al jazera masalahin gas air mata bilang mana tanding rusuh iya pakai gas air mata salah susah banget salah pintu tutup,negative
"['supporter', 'turun', 'salah', 'aku', 'lihat', 'turun', 'lapang', 'ribu', 'turun', 'heran', 'tribun', 'tembak', 'rusuh', 'lapang', 'mati', 'gas', 'air', 'mata']",supporter turun salah aku lihat turun lapang ribu turun heran tribun tembak rusuh lapang mati gas air mata,negative
"['bayang', 'pas', 'piala', 'dunia', 'fifa', 'indonesia', 'supporter', 'asing', 'bakar', 'flare', 'nyanyi', 'tribun', 'sangka', 'rusuh', 'tembak', 'gas', 'air', 'mata', 'sebab', 'panik', 'mati', 'orang', 'indonesia', 'bilang', 'polisi', 'indonesia', 'fifa']",bayang pas piala dunia fifa indonesia supporter asing bakar flare nyanyi tribun sangka rusuh tembak gas air mata sebab panik mati orang indonesia bilang polisi indonesia fifa,negative
"['benar', 'supporter', 'masuk', 'lapang', 'point', 'nya', 'sih', 'tindak', 'ambil', 'aparat', 'nanganin', 'massa', 'halang', 'pintu', 'masuk', 'loker', 'room', 'tembak', 'gas', 'air', 'mata', 'kewalahan', 'kjdian', 'rusuh', 'kali']",benar supporter masuk lapang point nya sih tindak ambil aparat nanganin massa halang pintu masuk loker room tembak gas air mata kewalahan kjdian rusuh kali,negative
"['licik', 'narasi', 'buzzer', 'usaha', 'abur', 'fakta', 'sebab', 'mati', 'supporter', 'gas', 'air', 'mata', 'tuduh', 'supporter', 'rusuh', 'sebab', 'utama', 'kasih', 'fakta', 'contoh', 'supporter', 'rusuh', 'mati', 'massal', 'bilang', 'aneh', 'nirempati']",licik narasi buzzer usaha abur fakta sebab mati supporter gas air mata tuduh supporter rusuh sebab utama kasih fakta contoh supporter rusuh mati massal bilang aneh nirempati,negative
"['gelar', 'prof', 'nya', 'layak', 'pakai', 'iya', 'rusuh', 'tengah', 'lapang', 'tembak', 'gas', 'air', 'mata', 'tribun', 'perempuan', 'anakanak']",gelar prof nya layak pakai iya rusuh tengah lapang tembak gas air mata tribun perempuan anakanak,negative
"['kemarin', 'kanjuruhan', 'rusuh', 'korban', 'gas', 'air', 'mata', 'tangga']",kemarin kanjuruhan rusuh korban gas air mata tangga,negative
"['iya', 'bawah', 'rusuh', 'kmaren', 'knjuruan', 'si', 'bawah', 'bawa', 'gas', 'air', 'mata', 'kayak']",iya bawah rusuh kmaren knjuruan si bawah bawa gas air mata kayak,negative
