,user_name,teks
14,rafinflaziz,"Nah ini. Lo gabisa bilang ""gada asap tanpa api"", karena polisi itu, by design, haruslah rasional dan coordinated.

Kalau supporter rusuh, ya gapapa. By nature, dia emg kaya gitu. Udah terekspektasi.

Yang jadi masalah kan ada di pilihan si polisi yg ga rasional: pake tear gas. https://t.co/6VKeiRRchg"
15,jayadinata09,"RT @Vincent84726393: @KaDRuN_ToL0L Betul.....POLRI TNI menjaga keamanan malah di tuduh macam2😡nanti kalo tdk dijaga malah LBH RUSUH,SALAHKA…"
16,jayadinata09,"RT @Iyo63579667: @KaDRuN_ToL0L setuju 100 % !!! 
semua pihak sdh mengakui kesalahan dan introspeksi, tetapi yg gw heran faktor utama kenapa…"
17,maymarmas,"@korantempo BuzzeRp masuk dan merusak segalanya. 

Mereka leluasa menebar framing ke dalam narasi yg seolah masuk akal. Juga bumbu hoaks. Tujuannya bentuk opini biang keladi rusuh adalah supporter (Aremania). 

Dan para follower mereka bersukacita menyebarkan narasi sesat kaum buzzeRp.."
18,ipul_ipulll,"@PradiptaKinayah @desiyanti_ratna @Buzzcocks876 @MalihDhakal @pandji @stywnyudha Kita flashback kejadian Bonek di kejadian di glora delta Sidoarjo. Supporter rusuh juga turun ke lapangan, tapi kok ga ada korban jiwa? Ya karena ga ada gas air mata yang ditembakkan ke arah tribun"
19,kawep,Tapi supporter yang di luar banyak yang bikin rusuh ke pemain rival wkwkwk. https://t.co/qEeShcPeM2
20,WinfreMicheLE,"Tdak ada yg mendukung Pelaku pembunuhan. OtakMu sja yg konslet. Semua Berawal dari Jiwa2 rusuh kalian. Kalianlah penyebab adanya Gas Air Mata. 

Jika sy yg memiliki otoritas untuk memberi sanksi atas peristiwa kmarin. Supporter rusuhlah yg paling bertanggungjawab"
21,_Goentoer_,"RT @NyiMasRuminah: @liquiidcocaine @pandji Kejadian di Kanjuruhan dimulai oleh supporter yg tdk taat aturan, rusuh ke lapangan, dihalau gas…"
22,211Crew_,@Naff___12 Kalo memang berempati gausah manasin suasana pke bilang supporter goblok ke stadion mabuk kalah rusuh ga semua supporter kaya gitu blok
23,honeyshyun,"@felbiex_ karena ngga terima kalah

coba supporter nggak rusuh, apa mungkin polisi lempar gas air mata? tentu aja engga
kalo polisi nggak lempar gas air mata, ada yang meninggal ngga? tentu aja engga

semua pihak salah, dan harus merasa bersalah atas meninggalnya ratusan korban"
24,honeyshyun,"@felbiex_ ngga bisa, nggak akan merasa bersalah mereka😅 padahal kalau pakai logika yaa, polisi nggak akan ambil tindakan gas air mata kalau si supporter itu tetap tenang...

korban meninggal karena gas air mata - gas air mata dilempar karena supporter rusuh - supporter rusuh karena"
25,edhi_shi,"@Bangdull_43 @NyiMasRuminah @pandji @sahabatpolri Kapolres dicopot dari jabatannya.
Apa itu kurang tegas?
Semua yg terlibat diselidiki dan dihukum secara adil.
Dua anggota polisi wafat di tempat. Kurang bukti apa supporter itu rusuh.
Apa penyebab wafatnya 2 polisi?
@DivHumas_Polri"
26,Zhafran_AufarB,@aaagoez @zoelfick Ini karena oknum supporter yang rusuh pada berlarian ke tribun dan yang di tribun diupayakan agar segera bubar.. Agar supaya tidak menambah keruh suasana.. Lagian pertandingan udah selesai.. Namun sikap polisi yang juga menyemprotkan dengan asal ke arah tribun itu jg salah
27,tia4123,"RT @CFC_Jak: @frandiasta @hirzanando @mk_anam @registaco bener sih, jangan seakan aremania suci, semua pihak disuruh tanggung jawab. sement…"
28,Arif_fcr,"RT @CFC_Jak: @frandiasta @hirzanando @mk_anam @registaco bener sih, jangan seakan aremania suci, semua pihak disuruh tanggung jawab. sement…"
29,Naff___12,@hypergengsi Sy tdak atau sedang ngebela aparat nya. Mereka Pantas dihukum jika suatu saat dipastikan bersalah. Tpi apakah kita juga harus benarkan Supporter yg rusuh? https://t.co/YuItQHMtVR
30,Naff___12,"Tdak ada yg mendukung Pelaku pembunuhan. OtakMu sja yg konslet. Semua Berawal dari Jiwa2 rusuh kalian. Kalianlah penyebab adanya Gas Air Mata. 

Jika sy yg memiliki otoritas untuk memberi sanksi atas peristiwa kmarin. Supporter rusuhlah yg paling bertanggungjawab https://t.co/C7Y6aLwYuq"
31,kamikamustudio,"@dpasandha @S4ndyWijaya @Badyou18 @aryoprakosa @jokowi Prosedur dibunuh atau apalah itu narasi elu, skenario elu, propaganda elu, biar lepas tangan..

Klo supporter ga rusuh, ga bakal kejadian

elu tau ga bedanya aremania vs supporter di liga lain?

supporter lain begitu timnya kalah, pulang duluan

nah ini tim kalah mlh bikin rusuh"
32,Naff___12,"Supporter Goblok, ke stadion Mabuk. Kalah rusuh. 🤪🤪
Kalau mau aman gak usah rusuh https://t.co/ONyZHnIhMj"
33,dpasandha,"@kamikamustudio @S4ndyWijaya @Badyou18 @aryoprakosa @jokowi Supporter rusuh udah banyak kejadian di belahan dunia manapun pak. Ada nya polisi dan tentara disana dalam jumlah banyak menurutlo disiapkan buat apa? Ya buat mengamankan kalau terjadi kerusuhan.
Trus kalo udah kejadian harus dibunuh gitu bos?! Prosedurnya gimanaa??"
34,rezaimamri,"@agengwidodo82_ @al_kahfs @dexglenniza @PSSI @Persija_Jkt Kalo ada yg rusuh emg harusnya bagian supporter yg nempeleng perusuh ini, kalo panpel atau polisi yg nempeleng pasti beda cerita, bagusnya di jkt ada korlap"
35,kamikamustudio,"@dpasandha @S4ndyWijaya @Badyou18 @aryoprakosa @jokowi klo supporter ga rusuh.. ga bakal kejadian  ga ada korban, ga ada pengrusakan, semua pulang dengan aman dan selamat, liga tetap jalan.. masa gt aja ga bisa mikir"
36,questro777,"@indosupporter Seharusnya prioritas utama keamanan adalah mengamankan para pemain dan official mereka ke ruang ganti (home team/away team).
Netralisir keadaan dari supporter yang masuk lapangan (mau itu tidak rusuh ataupun mulai rusuh).

Pengamanannya cukup di akses masuk, ga perlu agresif."
37,Shuggie60147641,"@5chatzi @Dirty_Stones @MusuhMisuh @jupermen @alphatethaa @rizalbudiart @bulbulgummm @LayananFacebook @D_sember2 @fiamaulana @murszid @iamaremaa @Bimantara25 Kembali lagi ke poin awal 
1. Kalau aparat tidak menggunakan gas air mata, kemungkinan nya tetap ada 2: korban berkurang atau korban bertambah
2. Kalau supporter tidak rusuh, kemungkinannya cuma 1, tidak akan ada korban.
😎😎🤣🤣🤣🤣🤣"
38,Gorilla1923,"RT @NyiMasRuminah: @liquiidcocaine @pandji Kejadian di Kanjuruhan dimulai oleh supporter yg tdk taat aturan, rusuh ke lapangan, dihalau gas…"
39,WardanaAgit,"@nyalabestari @registaco Logika. klo supporter gk masuk lapangan kira"" bakal rusuh gak?"
40,mzk__v,"@frandiasta @hirzanando @mk_anam @registaco Supporter pasti akan ikut kedalam system yang dibuat. Liat contoh supporter inggris dulu sering rusuh sekarang dibuat peraturan yang lebih ketat diliga khususnya jadi aman, nyaman skrg bahkan anak kecil, kakek², nenek² bisa nonton di stadion dengan tenang."
41,mzk__v,"@frandiasta @hirzanando @mk_anam @registaco Kerusuhan seperti ini, mau sampai kapan kejadian seperti ini akan terulang? Come on dari jaman dulu the jak, bonek, viking, aremania, pasoepati dan supporter lainnya di indonesia pernah rusuh seperti ini, apa yg harus diperbaiki systemnya dulu, nanti"
42,JohnMarcoJohn_,"Supporter yg rusuh brutal n anarkis mmg layak di gass air mata
Belajarlah mjd supporter yg bijak n dewasa
Belajarlah menerima kekalahan dg lapang dada n jiwa besar
Ingat, tdk akan ada yg kehilangan nyawa kalau supporter nya tertib n teratur, tdk ada yg rusuh turun ke lapangan 🙏 https://t.co/HNehoXZIrV"
43,onchoithi,"@raknduwe @BlueHooligan___ 3. Kenapa gue bilang tolol? Karena Lo jelas2 cma mau fokus untuk menyudutkan supporter yg rusuh (dalam hal ini mereka tetap salah yh), dan bahkan singgung2 supporter lawan padahal yg rusuh cma 1 tim supporter doang"
44,rupmarup,"Tiap baca komen portal berita nasional yg bahas kanjuruhan, top comments udah mulai didominasi yg nyalahin supporter, dg narasi kurleb 'ya kalo ga rusuh masuk lapangan gabakal kejadian'.
Iya bener mereka memang salah,
TAPI KANN YG DITEMBAKIN KENAPA YG DI TRIBUNN BANGSAAATTTT"
45,CFC_Jak,"@frandiasta @hirzanando @mk_anam @registaco bener sih, jangan seakan aremania suci, semua pihak disuruh tanggung jawab. sementara mereka sendiri bentuk pertanggung jawabannya apa? ada gak nota janji tidak akan rusuh lagi? ada gak sumpah damai sesama supporter? ada gak hukuman bagi pitch invader aremania?"
46,JohnMarcoJohn_,Supporter yg rusuh brutal and anarkis mmg layak di gass air mata ☕ https://t.co/MCq6GNjE8t
47,JohnMarcoJohn_,@pengarang_sajak Supporter yg rusuh brutal and anarkis mmg layak di gass air mata
48,hungrybois,"@Agung_De_Ot @FaktaSepakbola om ngurusin politik &amp; negara aja, supporter ben dipikir lare lare. kalo melihat sejarah, solo-surabaya sudah membuktikannya meski ketemu di tribun yang sama tidak rusuh kok 😄"
49,anseray,"@abanggeutanyoe @dede_dedot96 supporter bikin rusuh itu neccesary condition terjadinya kejadian ini. kalo tidak ada itu ya suuporter rusuh ya kejadiannya tidak terjadi
Penyebab utamanya bukan mereka, tpi dengan adanya mereka ya membuat kejadiannya terjadi"
50,MMangunperbawa,"RT @JohnMarcoJohn_: @AzizyPambudi @korantempo Supporter kita mmg mostly brutal, rusuh, n anarkis n suka ngamok kalau kalah 😬"
51,sukataichannn,@txtdrberseragam anaknya kalo udah gede tau penyebab insiden kanjuruhan juga palingan najis jadi polisi 🙏🏻 ya kita semua tau lah udh banyak video yg kesebar awal kerusuhan orgorg desak2an keluar karna gas air mata bukan karna supporter rusuh ga terima kekalahan.
52,Ic_prikitiw,@anjirkurinjir @krisnaaa__ @Yucupsss Ooh berarti bener dan diperbolehkan yah supporter turun lapangn dan buat rusuh?? Hmmm okeoke
53,enricopelenkahu,"@indosupporter pertanyaan ini yg belum ke jawab2 : "" kalopun masalahnya penonton yg turun ke lapangan, kenapa banyak tembakan gas air mata justru ke tribun supporter? bahkan tribun yg gak rusuh?, bukannya ini yg jadi penyebab utama banyaknya korban jiwa ?"""
54,apiseuneu,"Setuju sama tetehnya. Belum ada dalam sejarah di indonesia sebelumnya manusia 150+ meninggal karena nonton bola. Padahal rusuh, pitch invader sebatalion, ribut supporter dah dari jaman kapan tau selalu ada aja. https://t.co/ovpUBf4g6c"
55,reizdendy,@MolenMelon21 Kayak e ada beberapa ‘oknum’ supporter yg emang rusuh sih wa. Aku lagi kae tau rt video oknum e nampol pemain arema apa ya 🤣 jadi emang ada 2 video
56,arzulyfikri,"@KaDRuN_ToL0L Heh peler. Tanggung jawab apa sih? Mereka damai apa bukan karna mereka tanggung jawab biar kejadian rusuh antar supporter ini gak kejadian lagi. Sumpah tolol lu ini udah sampe ke akar, susah banget gw ngilangin nya."
57,arzulyfikri,"@KaDRuN_ToL0L Lah, damai salah, gak damai di bilang norak. Mau lu apa? Artinya disini yg gak mau maju itu lu, doyan nyari rusuh padahal supporter udah mau ngilangin ego mereka masing2. Ya tapi wajar, kelakuan buzzer emang tukang rusuh sih mana doyan kalo ada yg damai, ntar gak ada duitnya 🤣🤣"
58,JohnMarcoJohn_,Utk mengatasi supporter yg rusuh brutal and anarkis ya deserve it mmg layak digunakan https://t.co/vfwNAV2JL0
59,JohnMarcoJohn_,"Semua ini tdk akan terjadi kalau supporter nya tertib n teratur, tdk rusuh, anarkis, n brutal 
Belajarlah mjd supporter yg bijak n dewasa bs menerima kekalahan dg lapang dada n jiwa besar 
RIP to those who passed away https://t.co/X0yXZLZGtz"
60,JohnMarcoJohn_,Utk mengatasi supporter yg brutal rusuh n anarkis mmg bisa digunakan alat itu https://t.co/VNLAmDf1mk
61,JohnMarcoJohn_,"@AzizyPambudi @korantempo Supporter kita mmg mostly brutal, rusuh, n anarkis n suka ngamok kalau kalah 😬"
62,low_lowi,"@NarasiNewsroom pssi itu apa tdk pernah berdiskusi dgn aparat, terkait larangan fifa mengontrol crowd dlm stadion, dengan gas airmata &amp; senjata api ?.

lib pun dikritik, kick off terlalu malam krn susah jk rusuh (polisi), rawan copet &amp; kecelakaan (supporter), tapi tdk diindahkan😒..."
63,JohnMarcoJohn_,"Tdk akan ada gas air mata kalau supporter nya teratur, habis pertandingan selesai pulang dg baik menerima kekalahan dg lapang dada n jiwa besar
Bukan malah kalah lgsg ngamok serbu turun lapangan, rusuh, anarkis hadeuh 🤦🏻‍♀️
Belajarlah mjd supporter yg bijak n dewasa jgn suka rusuh https://t.co/IbgCu0Teng"
64,beaglejumper,"@VeritasArdentur setuju Bang, setelah Tragedy Heysel, sepakbola inggris di banned klo ga salah 3 tahun. Tapi mereka berbenah dan mereka berani jamin supporter ga rusuh dengan merenovasi semua stadion jadi tanpa pagar. Dan pake spotter yg menghadap penonton saat game ."
65,TheSiska86,"Jangan bisanya cuma marah2 kayak kalah judi gitu...
Tolong datanya lbh lengkap, tkp dimana, kapan, siapa lawan siapa, siapa yg menang, jumlah penonton, supporter mana yg marah/ rusuh...
Apa benar Stadion Kanjuruhan kapasitas 38 rb diisi 40 rb lebih🤔 https://t.co/MFles5z729 https://t.co/m9cWPcZkWM"
66,Reynaisance,"@chesta123456789 @AndiRidzky @DewiXmi @satpamborma @PopokHati @AhkamunNajah @dede_dedot96 supporter rusuh tidak ada korban jiwa malah dibilang aneh.
https://t.co/q2bFzAkMwn"
67,nhikamcr_7,"@HeiiRyu @tadiosus @sitaplana @CNNIndonesia Gua juga ga membenarkan Supporter masuk lapangan, cuman point nya sih itu tindakan yg diambil aparat buat nanganin massa yang banyak gini,pdhal bisa dihalangi pintu masuk loker room aja tanpa menembakkan gas air mata klo emng kewalahan. Kjdian rusuh kan bukan sekali dua kali"
68,Reynaisance,"@chesta123456789 @AndiRidzky @DewiXmi @satpamborma @PopokHati @AhkamunNajah @dede_dedot96 begitulah liciknya narasi para buzzer, berusaha mengaburkan fakta penyebab kematian supporter karena gas air mata.

justru mereka menuduh supporter rusuh lah penyebab utamanya.

saya kasih fakta contoh supporter rusuh tpi tidak ada kematian massal, malah dibilang aneh. nirempati."
69,whreni,"@KaDRuN_ToL0L Saya bukan supporter bola, saya jauh dari lokasi kejadian. Saya research pribadi semua video dan kesaksian yg ada di medsos terutama Twitter. Saya menyalahkan supporter yg turun dan berbuat rusuh di LAPANGAN. Tapi kenapa harus tembakkan tear gas ke TRIBUN ?"
70,MaryamM04135566,"RT @Mangomo9: @WardanaAgit @Ndaxwz Kenapa supporter memaksa aparat memakai kekerasan, seharusnya supporter tau bahwa mereka hanya penonton…"
71,initwitirsiyi,"@_mohamadyusof @tittot__ @iriawan84 @PSSI Supporter arema turun ke lapangan bukan untuk bikin rusuh, tapi untuk semangati pemain karena kalah, baca laporan investigasi komnas ham terbaru, kalau gak tau fakta dan kejadiannya jangan asal bacot. Sudah sana, nonton bigo saja."
72,Andre97549676,"RT @NyiMasRuminah: @liquiidcocaine @pandji Kejadian di Kanjuruhan dimulai oleh supporter yg tdk taat aturan, rusuh ke lapangan, dihalau gas…"
73,guna1243,"RT @Im00568047: Indikator :
✅ bukan rusuh antar supporter tpi antara supporter dg aparat keamanan. 
✅ gas air mata ditembakkan ke semua ara…"
74,Shuggie60147641,"@5chatzi @Dirty_Stones @nandakurniaff @MusuhMisuh @jupermen @alphatethaa @rizalbudiart @bulbulgummm @LayananFacebook @D_sember2 @fiamaulana @murszid @iamaremaa @Bimantara25 Balik lagi ke poin paling awal 🤣🤣🤪

Ada perbandingan yg tepat
1. Kalau aparat tidak menggunakan gas air mata, kemungkinan nya tetap ada 2: korban berkurang atau korban bertambah
2. Kalau supporter tidak rusuh, kemungkinannya cuma 1, tidak akan ada korban."
75,sukunze,"@i_isa99 @laddsy @Izhalknico @sudutkananatas @yangcakepbngt @rambogadir @dinagustavsson Tetap tidak merubah fakta bahwa INVASI SUPPORTER KELAPANGAN ADALAH PENYEBAB KEMATIAN RATUSAN ORANG!!!!

Jika tidak ada supporter idiot yang rusuh ke arah tribun maka tidak akan ada penembakan GAM dan semua orang bisa selamat, masih mau ngeyel lu sat??!?

Supporter anarkis lu ya?"
76,guna1243,"RT @bayo3103: Rusuh massal antara supporter dg aparat pengaman, bukan antar supporter tim, adalah hal yg tdk lazim terjadi. Dan perlakuan b…"
77,fplestari14,"@didihadid_ Aparatnya pd kesulut emosi, bukan yg bnr2 tau gmn cara hadapi jika ada kejadian supporter masuk ke lapangan. Udh SOP mereka tiap demo kykny, ""rusuh"" lgsg tembak gas air mata. Rusuhnya pun dimaknai sesuka mereka. Ga ada patokan."
78,Muhammadsofial1,@Insideme11 @yanda23012022 @HarahapMuluadi @alisyarief Yg masuk bikin rusuh itu siapa . Supporter apa aparat?? Lha relevansinya ke Jokowi apa.. Emang Jokowi urus sepak bola... Dobol.. yg terlibat penyelenggaraan..aparat keamanan.. supporter dan PSSI.. mereka inilah yg harus bertanggung jawab..
79,Insideme11,"@Muhammadsofial1 @yanda23012022 @HarahapMuluadi @alisyarief 1. Siapa buat rusuh duluan? Lo pegang bukti? Supporter dibawah pengaruh minuman keras, punya Bukti? Lw ga pegang bukti = lw fitnah lewat medsos? Sadar lw konsekuensinya? 

2. 'somasi cukup penyelenggaraan polres setempat', apaan ini maksdnya?"
80,risjay_,"@glory9474 lu liat nih wahai manusia cabul. overcapacity sm jadwal ga berpengaruh, supporter turun ke lapangan bukan untuk rusuh. yg nyari2 ribut tuh polisi. jelas polisi yg salah. belain tuh polisi smpe kontol kecil  lu tumbuh. minimal klo gapunya kontol tuh punya otak. https://t.co/7BN5S6rfng"
81,R_Novrianto,"@kangkresna @medioclubID Suatu saat juga bakal rusuh lagi, duduk permasalahannya kan disikap oknum supporter barbar, supporter yang niat nonton doang malah jadi korban."
82,kok0tto,"@adjisdoaibu Kedepan oknum pasti ada, kuncinya supporter yg support damai nnti di lapangan kl ada yg mau rusuh harus respon buat cegah. Bikin lingkungan damai, yg mau rusuh malu/klh jumlah. #suppoterDamai"
83,wongkalibanteng,"RT @NyiMasRuminah: @liquiidcocaine @pandji Kejadian di Kanjuruhan dimulai oleh supporter yg tdk taat aturan, rusuh ke lapangan, dihalau gas…"
84,kotakbinajaib,"@indosupporter Pokoknya intinya POLISI salah, SUPPORTER GA SALAH, BERHATI MALAIKAT, GADA NIAT RUSUH, GADA OKNUM, semua BAIKK dan SOLEH"
85,Ibnu_Sab1l,"Sepakat. 

Yg suka bikin rusuh itu supporter tingkat SMP atau SMA. 

edukasi bersama. Diajak bicara juga. https://t.co/ZhDB8FKUGS"
86,SirAdam_,"RT @lantip: kejadiannya nyata, ndak usah berandai-andai. nyawa sudah terlepas, masih punya hati bikin karangan bebas?

oke kuturuti. kalau…"
87,kuroimugen,"RT @lantip: kejadiannya nyata, ndak usah berandai-andai. nyawa sudah terlepas, masih punya hati bikin karangan bebas?

oke kuturuti. kalau…"
88,TehTawar9,@sahisrw @stepcocus @dede_dedot96 @ikhwan_AP Hooh dia memukul rata oknum suporter yang rusuh di lapangan sama supporter yang di tribun.... Padahal kita menyalahkan oknum suporter yang kelapangan bukan memukul rata semua supporter bersalah
89,papa_sheva,"@Aryprasetyo85 Itu orang GOBLOKNYA nyundul langit dah.
Mereka yg bikin onar, mereka yg bikin rusuh, setelah terjadi banyak korban yg disalahkan pemerintah
Harusnya sebagai supporter itu juga harus sportif, bisa nerima kekalahan.

NGAMUK² dan bikin onar jika timnya kalah itu PENGECUT, diancuk!"
90,sup3r4banx,"RT @NyiMasRuminah: @liquiidcocaine @pandji Kejadian di Kanjuruhan dimulai oleh supporter yg tdk taat aturan, rusuh ke lapangan, dihalau gas…"
91,titimangso,"@MalihDhakal @pandji @stywnyudha Betul, spy kedepannya supporter2x yg BLM DEWASA ga siap kalah cm siap menang berpikir 1000x klo mereka mao anarkis / rusuh krn banyak temen2x supporter lain yg nnton bola jg bawa ANAK ISTRI...!!!"
92,arureruto_yega,"@sword_way @albumkosong @detikcom Yang ""meninggal"" ya, bukan ""mati""

Iya saya udah tau dari awal kok yang meninggal bukan supporter yg rusuh 😊"
93,Mangomo9,"@dede_dedot96 Seandainya arema menang mungkin tdk rusuh, penonton di luar stadion tdk membakar, tdk melempari pemain Persebaya, aremania adalah supporter yg tdk bisa menerima kekalahan, liat saja tragedi ini dan pembelaan membabi buta twit dari @dede_dedot96 dia kira yg lain tolol semua."
94,stalinsumanto,"@hadifianwidjaja @RizkyIk07667502 @Re__911 coba kasih bukti dong kalau pemantiknya karena supporter duluan yang rusuh,kalau supporter mukul pemain &amp; official,kalau supporter duluan yang nyerang aparat."
95,MashudiRbg,"@korantempo Polisi dan aparat memang salah besar dalam kasus ini. Tapi para supporter Aremania baik pribadi ataupun organisasi juga harus ngaca, bercermin.kalian itu biang rusuh juga. Gak usah tunjuk sana sini menyalahkan semua orang. Kalian jg layak dibubarkan. Jangan merasa benar sendiri"
96,Mangomo9,"@WardanaAgit @Ndaxwz Kenapa supporter memaksa aparat memakai kekerasan, seharusnya supporter tau bahwa mereka hanya penonton pertandingan bukan pembuat rusuh. Mereka sudah di bawah pengaruh alkohol dan obat terlarang sehingga nalarnya tdk normal lagi."
97,Az_Al_Ha,"I need to stay the fuck out of masalah kanjuruhan karena

Supporter
Aparat
PSSI

Semuanya gaada yang mau subjective
Gaada yang mau mengakui kesalahannya

Ujung2nya gaada yang berubah

Supporternya bakalan tetap rusuh
Polisinya tetap barbar
PSSInya tetap bodo amat"
98,Mangomo9,"@WardanaAgit @Ndaxwz Di tribun perusuh malah mengajak penonton lainnya untuk menyerang balik aparat, akhirnya aparat menembakan gas air mata ke tribun, jika tdk begitu suasan lebih tdk terkendali. Jika aparat dilarang menggunakan gas air mata, bagaimana mengendalikan situasi? Kenapa supporter rusuh?"
99,Vincent84726393,"@KaDRuN_ToL0L Betul.....POLRI TNI menjaga keamanan malah di tuduh macam2😡nanti kalo tdk dijaga malah LBH RUSUH,SALAHKAN TNI POLRI....wes biarkan saja tanpa penjagaan,lht aja YG COCOT bisa jaga supporter BRUTAL???"
100,Ojoklalenya,RT @ajies4ra: @AbdulganiMarju1 @LoeGueNKRI_2 @Ctr_Bowo @M45Broo_ @WISINDOGLOBAL @bembeast @istidharto @tjhinfar @OniMeniq74 @rawlang @Lambe…
101,ranggisgd,@ralaksmana @ndreamon kayak supporter rusuh nyalahin polisi
102,RobLucife,@CNNIndonesia Yang bikin rusuh siapa. Yang suruh minta maaf siapa. Supporter GOBLOK!
103,mortirrr,"Thread ini bukan untuk menormalisasi rusuh supporter, tapi ada pitch invader di pertandingan bola itu sangat ketebak https://t.co/3xW24ThiAZ"
104,Megatop99,"@susipudjiastuti Supporter Bola itu hrs tertib,selesai pertandingan menang kalah lgsg pulang jangan bikin rusuh krn bisa mengancam jiwa diri sendiri dan orang lain."
105,lordtoro123,"@mbaupeh Betul, contoh nyata taun ini.. Di liga 1,2 &amp; 3 musim ini namanya supporter rusuh, masuk lapangan &amp; ngerusak fasilitas itu ada hampir tiap pekan, tapi kenapa cuma di kanjuruhan yang korban jiwanya begitu banyak? Nggak perlu sekolah tinggi2 untuk tahu jawabannya.."
106,andre37504580,"@azharrzqn @Sudrun184598182 @Suhik2299 @PSSI @Liga1Match Lah emng ribut mau bukti vidio? SUPPORTER YANG RUSUH DAN POLISI SALAH, GAUSAH MEMBENARKAN HAL YANG SALAH,"
107,Intannkri,@Arie_Kriting @mohmahfudmd Manusia provokator yg tdk pantas jd public figure. Seolah2 supporter malaikat. Semua kesalahan pd org lain. Yg awal buat rusuh di lapangan adlh prilaku yg pantas. Mtk buat rusuh tp nggak introspeksi diri &amp; minta maaf. Malah salahkan pihak2 lain.
108,jan011110,RT @daggerbaileys: Orang2 yang nyalah2in supporter rusuh ini masih pada ga sadar apa kalo 187an orang yang meninggal tu bukan karena bentro…
109,OmBregas1,"@MJamal259 @Ndaxwz standar operasional dalam menghadapi massa, memang seperti itu.. massa harus diurai agar tdk terkonsentrasi, itu standar pasukan Dalmas di seluruh dunia, ya seperti itu...

tdk akan ada Asap.., bila tdk ada Api...

sebagian supporter memang dari awal sdh ada niat utk Rusuh...
. https://t.co/dITLn3vV6G"
110,OmBregas1,"ingat..., supporter msuk dgn membayar / membeli ticket, utk duduk di tribune &amp; nonton pertunjukan...  adakah 'hak' supporter utk msuk ke lapangan..???

mereka yg masuk ke lapangan, sdh bukan lgi bernama supporter &amp; sebagian dari para supporter, memang sdh niat utk Rusuh...
. https://t.co/mLoHXu47Vj https://t.co/817e1EQBSK"
111,SinaSin02980281,"RT @Im00568047: Indikator :
✅ bukan rusuh antar supporter tpi antara supporter dg aparat keamanan. 
✅ gas air mata ditembakkan ke semua ara…"
