,user_name,teks
55,riodwip,"@Evelynd771 @abahgembos87 Dari awal arema masuk ada yg mukulin aparat duluan ? Kenapa gak dihalau aja, kecuali supporter pukul duluan"
56,Fikri_ee,"RT @CahayaSakinah_: Start situ semua org masuk padang.Ada yg baling barang pada pemain dan coach.Dah tak terkawal,security bawa pemain gera…"
57,bellayollanove1,"Sumpahh jahatt bangtt aparat, polisi,TNI jelas jelas vidio bersebaran kalian pakai kaki nyerang supporter dari belakang yang mereka masih anak"" tidak ada senjata, tiba"" kalian pukul, kalian kroyok, gk manusiawi kalian semua.
Faaaqqq #RestinPeace"
58,Chanbobz,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
59,pecandunasii,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
60,Kokofit_,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
61,Diki49830004,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
62,malanglifes,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
63,Onimarus2,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
64,_chanyeal,"RT @wadinug: @DeReporterjail Video 2 atau 3, supporter yg masuk ke lapangan dipukul mundur semua. Beberapa kena pukul dan tendang. Saat mer…"
65,yusran59096338,"@rafeisme @Alvans407 @jihaaannnn @bbbbaall Udah di cegah, tpi makn banyak yg turun dari segala sisi, selatan di pukul mundur, Utara merengsek masuk, bayangin banyaknya supporter saat itu, Saya hanya meluruskan, memang aparat salah, smua tetep harus introspeksi, bagaimanapun pemicunya tetap adalah aksi turun ke lapangan"
66,aishakhiell,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
67,ilovemarknotu,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
68,halidayyy,"@Chesacheslie @gorila_punk @mediansportcom aparat pukul duluan, massa kesal karena kekerasan aparat jadi melawan. walau salah oknum. tetap tak bisa salahkan supporter. salahkan oknum aparat."
69,nuraiyshs,"RT @CahayaSakinah_: Start situ semua org masuk padang.Ada yg baling barang pada pemain dan coach.Dah tak terkawal,security bawa pemain gera…"
70,nabilaalamsyah,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
71,Roni_Rizky,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
72,rini_atmowiyoto,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
73,mcdyusuf,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
74,belindaicca,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
75,iamnovalscvmbag,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
76,Hilmi327,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
77,ReezaAbdullah,"RT @CahayaSakinah_: Start situ semua org masuk padang.Ada yg baling barang pada pemain dan coach.Dah tak terkawal,security bawa pemain gera…"
78,Anggaaapermana,"@bintangzaidane @ovrfive @maliq1928 Parah ya supporter mahasiswa semua di pukul di injak,lalu apa kita harus percaya lagi sama aparat?"
79,halfkmx,"RT @CahayaSakinah_: Start situ semua org masuk padang.Ada yg baling barang pada pemain dan coach.Dah tak terkawal,security bawa pemain gera…"
80,Captainhowl1,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
81,zarcs98,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
82,nafeesamn,"RT @CahayaSakinah_: Start situ semua org masuk padang.Ada yg baling barang pada pemain dan coach.Dah tak terkawal,security bawa pemain gera…"
83,onlymehhhhhhh,"RT @CahayaSakinah_: Start situ semua org masuk padang.Ada yg baling barang pada pemain dan coach.Dah tak terkawal,security bawa pemain gera…"
84,willarryyy,"@CalonPresiden0 2 2nya salah sih 
1. supporter kalau di lapangan udah pasti kena pukul dan sok jago ikut ikutan turun ke lapangan pada akhirnya kena tendang aparat
2. aparatnya main tendang tendang aja. 

dan juga yg turun di lapangan pasti ikut kekerasan ngk mungkin tanpa alasan aprat nendang"
85,Pipelpawer165,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
86,Igumiyeyo,"@riskisyahptra Dan supporter turun ke lapangan itu bukan kali ini aja terjadi, mereka kadang cuma ingin bersalaman, berfoto, atau memberikan support dg memeluk anggota tim. Kalau aparat pukul mundurnya manusiawi, yg lain nggak akan terpancing turun"
87,BBrataSAR,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
88,jjeongjaehyunnm,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
89,fwxbdx,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
90,AtanKuching,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
91,nsdallysha,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
92,savrkas,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
93,fixingmyselfff,"RT @CahayaSakinah_: Start situ semua org masuk padang.Ada yg baling barang pada pemain dan coach.Dah tak terkawal,security bawa pemain gera…"
94,RonefZone,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
95,archerellia,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
96,chenda_ya,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
97,RR_RYO,"@fvckyxyx @kochengclassy @Matataby0 @siixsixsiix Penanganan menurut gw yg benar ? Yaitu penanganan yang tidak memakan korban jiwa.
Aparat jangan pasrah, mrk tdk diajarkn tuk pasrah. Mrk diajarkan tuk mengamankan dan menindak secara terukur para pelaku. 
Di video kelihatan aparat berhasil pukul mundur supporter pakai pentungan."
98,bananauyuyuyuyu,"RT @CahayaSakinah_: Start situ semua org masuk padang.Ada yg baling barang pada pemain dan coach.Dah tak terkawal,security bawa pemain gera…"
99,joeNaay29,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
100,dewipuja17,"RT @AlthaafArta: @bacod_yee Supporter yang masuk lapangan emang salah, tapi lebih salah ketika aparat asal pukul saat mereka sudah mundur."
101,dewiidegoddess,"@tttembol @ceplissss_ @sang_berlian @richartavicho @txtdrberseragam Aparat niatnya nembakin tear gas bwt menghalau dan pukul mundur supporter yg turun ke lapangan, dan sepertinya berhasil krna akhirnya bnyk yg bubar, yg mereka ga tau ternyata akses keluarnya banyak yg terkunci, bahkan info awal malah cuma satu yg kebuka, akhirnya kejadian begini."
102,sungsunjake_,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
103,M_Ikhsan_Hattu,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
104,KataSah43992274,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
105,LavendaHN,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
106,laaaantivanov,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
107,AaaaMulyadi,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
108,nurmbumen,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
109,xindisguise_,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
110,akugesyekkk,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
111,Mr_AziziHafiz,"RT @CahayaSakinah_: Start situ semua org masuk padang.Ada yg baling barang pada pemain dan coach.Dah tak terkawal,security bawa pemain gera…"
112,itzCherryz,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
113,baynutzy,@eby_lagee @putraryafirm @loevlibitch @K_Golden_Boys @jeans_jins @samskoy Iyaa mereka mati nya gara2 apa ?? Di pukul sama sesama supporter emg ??? Itu penyebab nya mereka mati konyol ? Atau karena aparat yang kurang bijak ngarahin senjatanya ke org yg ga bersalah ?
114,jempolribut,"Supporter yang masuk setelah pertandingan berakhir padahal tinggal biarin aja, pitch invader itu biasa dalam dunia olahraga. Aparat cukup amanin pemain dan official tanpa pukul atau tangkap supporter. Karena mereka mau rusuh juga sama siapa, kan ga ada supporter lawan."
115,UwoooH,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
116,Bambang91725945,Trik ala komunis PKI - Itu cara oknum aparat profokasi supporter dg main pukul utk bikin supporter pada emosi - agar ada alasan tembak2kin dg gas air mata. https://t.co/ZnUrYXbiuC
117,Eko020,"RT @MuhammadAminNau: @tapitakbeginiii @BDG_Vereeniging Bentar bentar, kronologi di video kan jelas supporter turun, aparat pukul mundur, ga…"
118,kiara373637,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
119,pH1itsharry,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
120,tahirnovi,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
121,taniameilinasyf,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
122,KotaBocil,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
123,milonuggetz,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
124,kikiiriski,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
125,lvlyyjaems,"RT @CahayaSakinah_: Start situ semua org masuk padang.Ada yg baling barang pada pemain dan coach.Dah tak terkawal,security bawa pemain gera…"
126,RivaldiTandra,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
127,eef_heryanto,"RT @wadinug: @DeReporterjail Video 2 atau 3, supporter yg masuk ke lapangan dipukul mundur semua. Beberapa kena pukul dan tendang. Saat mer…"
128,Anuggrah,"Asal muasal jg ni arogansi aparat pas bbrp footage video, supporter yg hbs invaded ke lapangan pada santai jalan ke luar tau tau ada yg di tendang dan di pukul, masa yg ngeliat lgsng reaktif"
129,FANAT1KER,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
130,pajihoon2000,"RT @CahayaSakinah_: Start situ semua org masuk padang.Ada yg baling barang pada pemain dan coach.Dah tak terkawal,security bawa pemain gera…"
131,0010kyuties,"RT @RezqiWahyu_05: dan sekitar pukul 22.30 juga masih banyak insiden pelemparan batu ke arah mobil aparat, dan pengeroyokan Supporter terha…"
132,hanarean_,"RT @CahayaSakinah_: Start situ semua org masuk padang.Ada yg baling barang pada pemain dan coach.Dah tak terkawal,security bawa pemain gera…"
